Report ID,Report Version,Make,Model,Model Year,ADS Equipped?,Automation System Engaged?,Incident Date,Incident Time (24:00),City,State,Roadway Type,Roadway Surface,Posted Speed Limit (MPH),Lighting,Crash With,Highest Injury Severity Alleged,SV Pre-Crash Movement,Weather,SV Contact Area,Country
30270-10678,1,Jaguar,I-Pace,2024.0,Yes,ADS,2025-04-21,09:04:00,San Francisco,CA ,Street,Dry,25.0,Daylight,SUV,No Injuries Reported,Stopped,Clear,Back,US
30270-10679,1,Jaguar,I-Pace,2024.0,Yes,ADS,2025-04-21,18:10:00,San Francisco,CA ,Street,Dry,20.0,Daylight,SUV,No Injuries Reported,Stopped,Cloudy,Nearside,US
30270-10680,1,Jaguar,I-Pace,2024.0,Yes,ADS,2025-04-21,22:07:00,San Francisco,CA ,Intersection,Dry,25.0,Dark - Lighted,SUV,No Injuries Reported,Stopped,Clear,Back,US
30270-10683,1,Jaguar,I-Pace,2024.0,Yes,ADS,2025-04-21,07:51:00,San Francisco,CA ,Street,Dry,25.0,Daylight,Pickup Truck,No Injuries Reported,Stopped,Cloudy,Back,US
30270-10684,1,Jaguar,I-Pace,2024.0,Yes,ADS,2025-04-21,11:14:00,Beverly Hills,CA ,Street,Dry,25.0,Daylight,Pickup Truck,No Injuries Reported,Stopped,Clear,Back,US
30270-10685,1,Jaguar,I-PACE,2024.0,Yes,ADS,2025-04-21,10:25:00,Los Angeles,CA ,Street,Dry,35.0,Daylight,SUV,No Injuries Reported,Stopped,Clear,Back,US
30270-10689,1,Jaguar,I-PACE,2024.0,Yes,ADS,2025-04-21,14:40:00,Santa Monica,CA ,Street,Dry,15.0,Daylight,Heavy Truck,No Injuries Reported,Parked,Cloudy,Back,US
30270-10690,1,Jaguar,I-PACE,2024.0,Yes,ADS,2025-04-21,14:30:00,Los Angeles,CA ,Intersection,Dry,35.0,Daylight,Pickup Truck,Minor,Stopped,Clear,Front,US
30270-10695,1,Jaguar,I-Pace,2021.0,Yes,ADS,2025-05-21,08:50:00,Paradise Valley,AZ ,Street,Dry,45.0,Daylight,SUV,No Injuries Reported,"Other, see Narrative",Clear,Back,US
30270-10713,1,Jaguar,I-Pace,2024.0,Yes,ADS,2025-04-21,00:36:00,Los Angeles,CA ,Street,Dry,25.0,Dark - Lighted,SUV,No Injuries Reported,Parked,Clear,Offside,US
30270-10714,1,Jaguar,I-Pace,2024.0,Yes,ADS,2025-04-21,16:14:00,San Francisco,CA ,Street,Dry,25.0,Daylight,Passenger Car,No Injuries Reported,Passing,Clear,Front,US
30270-10715,1,Jaguar,I-Pace,2024.0,Yes,ADS,2025-04-21,16:39:00,Los Angeles,CA ,Street,Dry,25.0,Daylight,Passenger Car,No Injuries Reported,Proceeding Straight,Clear,Back,US
30270-10717,1,Jaguar,I-Pace,2021.0,Yes,ADS,2025-04-21,21:44:00,San Francisco,CA ,Intersection,Dry,25.0,Dark - Lighted,Passenger Car,No Injuries Reported,Making Left Turn,Clear,Nearside,US
30270-10718,1,Jaguar,I-Pace,2024.0,Yes,ADS,2025-04-21,20:57:00,Austin,TX ,Street,Dry,30.0,Dark - Lighted,Passenger Car,No Injuries Reported,Stopped,Clear,Back,US
30270-10725,1,Jaguar,I-Pace,2024.0,Yes,ADS,2025-04-21,02:42:00,Austin,TX ,Parking Lot,Dry,15.0,Dark - Lighted,Pickup Truck,No Injuries Reported,Parked,Clear,Back,US
30270-10726,1,Jaguar,I-Pace,2024.0,Yes,ADS,2025-04-21,21:07:00,Los Angeles,CA ,Intersection,Dry,35.0,Dark - Lighted,SUV,No Injuries Reported,Stopped,Clear,Back,US
30270-10727,1,Jaguar,I-Pace,2024.0,Yes,ADS,2025-02-21,06:11:00,San Francisco,CA ,Street,Dry,30.0,Dark - Lighted,"Other, see Narrative",No Injuries Reported,Proceeding Straight,Clear,Front,US
30270-10728,1,Jaguar,I-Pace,2024.0,Yes,ADS,2025-04-21,03:08:00,Phoenix,AZ ,Intersection,Dry,35.0,Dark - Lighted,Pickup Truck,Minor,Stopped,Clear,Back,US
30270-10742,1,Jaguar,I-Pace,2024.0,Yes,ADS,2025-04-21,15:29:00,San Francisco,CA ,Street,Dry,25.0,Daylight,Pickup Truck,No Injuries Reported,Stopped,Clear,Back,US
30270-10743,1,Jaguar,I-Pace,2024.0,Yes,ADS,2025-04-21,08:55:00,San Francisco,CA ,Intersection,Dry,25.0,Daylight,Passenger Car,No Injuries Reported,Stopped,Clear,Back,US
30270-10746,1,Jaguar,I-PACE,2024.0,Yes,ADS,2025-05-21,17:27:00,San Francisco,CA ,Street,Dry,25.0,Daylight,Pickup Truck,No Injuries Reported,Stopped,Clear,Back,US
30270-10747,1,Jaguar,I-PACE,2024.0,Yes,ADS,2025-04-21,15:31:00,San Francisco,CA ,Street,Dry,25.0,Daylight,SUV,No Injuries Reported,Parked,Clear,Back,US
30270-10748,1,Jaguar,I-PACE,2024.0,Yes,ADS,2025-04-21,17:32:00,Los Angeles,CA ,Street,Dry,25.0,Daylight,SUV,No Injuries Reported,Parked,Clear,Back,US
30270-10749,1,Jaguar,I-PACE,2024.0,Yes,ADS,2025-04-21,20:17:00,Phoenix,AZ ,Intersection,Dry,45.0,Dark - Lighted,Pickup Truck,No Injuries Reported,Stopped,Clear,Back,US
30270-10750,1,Jaguar,I-PACE,2024.0,Yes,ADS,2025-04-21,06:50:00,San Francisco,CA ,Street,Dry,25.0,Daylight,Passenger Car,No Injuries Reported,Parked,Clear,Back,US
30270-10751,1,Jaguar,I-Pace,2021.0,Yes,ADS,2025-05-21,23:23:00,Phoenix,AZ ,Intersection,Dry,40.0,Dark - Lighted,Pickup Truck,No Injuries Reported,Stopped,Clear,Back,US
30270-10752,1,Jaguar,I-PACE,2024.0,Yes,ADS,2025-04-21,14:56:00,San Francisco,CA ,Street,Dry,25.0,Daylight,SUV,No Injuries Reported,Parked,Clear,Front,US
30270-10753,1,Jaguar,I-PACE,2024.0,Yes,ADS,2025-04-21,17:13:00,San Francisco,CA ,Intersection,Dry,25.0,Daylight,SUV,No Injuries Reported,Proceeding Straight,Clear,Back,US
30270-10754,1,Jaguar,I-PACE,2024.0,Yes,ADS,2025-04-21,20:48:00,San Francisco,CA ,Intersection,Dry,25.0,Dark - Lighted,Bus,No Injuries Reported,Stopped,Clear,Nearside,US
30270-10755,1,Jaguar,I-PACE,2024.0,Yes,ADS,2025-04-21,16:19:00,San Francisco,CA ,Parking Lot,Dry,15.0,Daylight,SUV,No Injuries Reported,Stopped,Cloudy,Back,US
30270-10756,1,Jaguar,I-PACE,2024.0,Yes,ADS,2025-04-21,01:45:00,San Francisco,CA ,Street,Dry,20.0,Dark - Lighted,SUV,No Injuries Reported,Stopped,Clear,Front,US
30270-10757,1,Jaguar,I-PACE,2024.0,Yes,ADS,2025-04-21,11:53:00,San Francisco,CA ,Street,Dry,20.0,Dark - Lighted,SUV,No Injuries Reported,Stopped,Clear,Front,US
30270-10758,1,Jaguar,I-Pace,2024.0,Yes,ADS,2025-04-21,12:31:00,San Francisco,CA ,Street,Dry,25.0,Daylight,SUV,No Injuries Reported,Stopped,Clear,Back,US
30270-10759,1,Jaguar,I-Pace,2024.0,Yes,ADS,2025-04-21,17:47:00,San Francisco,CA ,Intersection,Dry,20.0,Daylight,Pickup Truck,No Injuries Reported,Stopped,Clear,Back,US
30270-10760,1,Jaguar,I-PACE,2024.0,Yes,ADS,2025-04-21,16:43:00,Austin,TX ,Street,Dry,25.0,Daylight,Passenger Car,No Injuries Reported,Stopped,Clear,Front,US
30270-10761,1,Jaguar,I-Pace,2024.0,Yes,ADS,2025-04-21,18:39:00,San Francisco,CA ,Intersection,Dry,25.0,Daylight,SUV,No Injuries Reported,Stopped,Clear,Back,US
30270-10768,1,Jaguar,I-Pace,2024.0,Yes,ADS,2025-05-21,20:00:00,Los Angeles,CA ,Intersection,Dry,25.0,Dawn / Dusk,Non-Motorist: Cyclist,Minor,Making Left Turn,Clear,Front,US
30270-10775,1,Jaguar,I-PACE,2024.0,Yes,ADS,2025-05-21,04:18:00,San Francisco,CA ,Street,Dry,25.0,Dark - Lighted,Passenger Car,No Injuries Reported,Stopped,Clear,Back,US
30270-10776,1,Jaguar,I-PACE,2024.0,Yes,ADS,2025-05-21,22:38:00,San Francisco,CA ,Street,Dry,25.0,Dark - Lighted,Heavy Truck,No Injuries Reported,Proceeding Straight,Clear,"Back, Front, Nearside",US
30270-10790,1,Jaguar,I-PACE,2024.0,Yes,ADS,2025-04-21,08:31:00,San Francisco,CA ,Street,Dry,25.0,Daylight,SUV,No Injuries Reported,Stopped,Cloudy,Back,US
30270-10792,1,Jaguar,I-Pace,2024.0,Yes,ADS,2025-04-21,11:57:00,San Francisco,CA ,Street,Dry,25.0,Daylight,Van,No Injuries Reported,Parked,Clear,Front,US
30270-10793,1,Jaguar,I-PACE,2024.0,Yes,ADS,2025-04-21,19:21:00,San Francisco,CA ,Street,Dry,25.0,Daylight,Passenger Car,No Injuries Reported,Stopped,Cloudy,Back,US
30270-10800,1,Jaguar,I-Pace,2024.0,Yes,ADS,2025-04-21,02:37:00,Austin,TX ,Street,Dry,25.0,Dark - Lighted,Passenger Car,No Injuries Reported,Parked,Clear,Front,US
30270-1160,1,Jaguar,I-Pace,2021.0,Yes,ADS,2021-08-21,17:41:00,San Francisco,CA ,Street,Dry,25.0,Daylight,Passenger Car,No Injuries Reported,Backing,Clear,Back,US
30270-1192,1,Chrysler,Pacifica,2017.0,Yes,ADS,2021-09-21,13:54:00,Tempe,AZ ,Street,Dry,45.0,Daylight,Pickup Truck,No Injuries Reported,Stopped,Clear,Back,US
30270-1220,1,Jaguar,I-Pace,2021.0,Yes,ADS,2021-08-21,17:41:00,San Francisco,CA ,Street,Dry,25.0,Daylight,Passenger Car,No Injuries Reported,Backing,Clear,Back,US
30270-1236,1,Chrysler,Pacifica,2017.0,Yes,ADS,2021-09-21,13:54:00,Tempe,AZ ,Street,Dry,45.0,Daylight,Pickup Truck,No Injuries Reported,Stopped,Clear,Back,US
30270-1310,1,Jaguar,I-Pace,2021.0,Yes,ADS,2021-08-21,08:04:00,San Francisco,CA ,Street,Dry,30.0,Daylight,Van,No Injuries Reported,Proceeding Straight,Cloudy,Bottom,US
30270-1311,1,Jaguar,I-Pace,2021.0,Yes,ADS,2021-08-21,16:15:00,San Francisco,CA ,Intersection,Dry,25.0,Daylight,Pickup Truck,No Injuries Reported,Stopped,Clear,Back,US
30270-1312,1,Jaguar,I-Pace,2021.0,Yes,ADS,2021-08-21,07:30:00,San Francisco,CA ,Intersection,Dry,25.0,Daylight,Pickup Truck,No Injuries Reported,Entering Traffic,Clear,Front,US
30270-1371,1,Jaguar,I-Pace,2021.0,Yes,ADS,2021-10-21,15:51:00,San Francisco,CA ,Intersection,Dry,30.0,Daylight,SUV,No Injuries Reported,Stopped,Clear,Back,US
30270-1410,1,Jaguar,I-Pace,2021.0,Yes,ADS,2021-10-21,15:51:00,San Francisco,CA ,Intersection,Dry,30.0,Daylight,SUV,Minor,Stopped,Clear,Back,US
30270-1494,1,Jaguar,I-Pace,2021.0,Yes,ADS,2021-09-21,01:56:00,San Francisco,CA ,Street,Dry,25.0,Dark - Not Lighted,Passenger Car,No Injuries Reported,Backing,Clear,Back,US
30270-1495,1,Jaguar,I-Pace,2021.0,Yes,ADS,2021-09-21,17:14:00,San Francisco,CA ,Intersection,Dry,25.0,Daylight,Passenger Car,No Injuries Reported,Making Left Turn,Clear,Front,US
30270-1498,2,Jaguar,I-Pace,2021.0,Yes,ADS,2021-09-21,12:33:00,San Francisco,CA ,Intersection,Dry,25.0,Daylight,Passenger Car,No Injuries Reported,Stopped,Clear,Front,US
30270-1500,1,Jaguar,I-Pace,2021.0,Yes,ADS,2021-09-21,11:39:00,San Francisco,CA ,Street,Dry,25.0,Daylight,Passenger Car,No Injuries Reported,Stopped,Clear,Back,US
30270-1501,1,Chrysler,Pacifica,2017.0,Yes,ADS,2021-09-21,01:58:00,Tempe,AZ ,Parking Lot,Dry,15.0,Dark - Lighted,Passenger Car,No Injuries Reported,Stopped,Clear,Nearside,US
30270-1535,1,Chrysler,Pacifica,2017.0,Yes,ADS,2021-10-21,14:44:00,Chandler,AZ ,Intersection,Dry,45.0,Daylight,Passenger Car,No Injuries Reported,Proceeding Straight,Clear,Front,US
30270-1583,1,Chrysler,Pacifica,2017.0,Yes,ADS,2021-10-21,14:44:00,Chandler,AZ ,Intersection,Dry,45.0,Daylight,Passenger Car,No Injuries Reported,Proceeding Straight,Clear,Front,US
30270-1613,1,Jaguar,I-Pace,2021.0,Yes,ADS,2021-11-21,16:28:00,San Francisco,CA ,Intersection,Dry,25.0,Daylight,Passenger Car,No Injuries Reported,Stopped,Cloudy,Back,US
30270-1727,1,Jaguar,I-Pace,2021.0,Yes,ADS,2021-10-21,18:39:00,San Francisco,CA ,Street,Dry,25.0,Dawn / Dusk,Passenger Car,No Injuries Reported,Stopped,Clear,Front,US
30270-1728,1,Jaguar,I-Pace,2021.0,Yes,ADS,2021-10-21,12:33:00,San Francisco,CA ,Intersection,Dry,25.0,Daylight,Passenger Car,No Injuries Reported,Changing Lanes,Clear,Front,US
30270-1729,1,Jaguar,I-Pace,2021.0,Yes,ADS,2021-10-21,21:35:00,San Francisco,CA ,Intersection,Dry,25.0,Dark - Lighted,Van,No Injuries Reported,Making Left Turn,Clear,Front,US
30270-1730,1,Chrysler,Pacifica,2017.0,Yes,ADS,2021-10-21,13:48:00,Mesa,AZ ,Street,Dry,25.0,Daylight,SUV,No Injuries Reported,Parked,Clear,Back,US
30270-1731,1,Jaguar,I-Pace,2021.0,Yes,ADS,2021-10-21,12:57:00,San Francisco,CA ,Intersection,Dry,30.0,Daylight,SUV,No Injuries Reported,Proceeding Straight,Clear,Back,US
30270-1747,1,Jaguar,I-Pace,2021.0,Yes,ADS,2021-11-21,16:28:00,San Francisco,CA ,Intersection,Dry,25.0,Daylight,Passenger Car,No Injuries Reported,Stopped,Cloudy,Back,US
30270-1748,1,Jaguar,I-Pace,2021.0,Yes,ADS,2021-11-21,02:20:00,San Francisco,CA ,Intersection,Dry,25.0,Dark - Lighted,Passenger Car,No Injuries Reported,Stopped,,Back,US
30270-1778,1,Jaguar,I-Pace,2021.0,Yes,ADS,2021-11-21,00:39:00,Phoenix,AZ ,Intersection,Dry,35.0,Dark - Lighted,Passenger Car,,Stopped,Clear,Back,US
30270-1779,1,Jaguar,I-Pace,2021.0,Yes,ADS,2021-11-21,02:20:00,San Francisco,CA ,Intersection,Dry,25.0,Dark - Lighted,Passenger Car,No Injuries Reported,Stopped,Clear,Back,US
30270-1786,1,Jaguar,I-Pace,2021.0,Yes,ADS,2021-11-21,18:08:00,San Francisco,CA ,Intersection,Dry,25.0,Dark - Lighted,Passenger Car,No Injuries Reported,Stopped,Clear,Back,US
30270-1787,1,Jaguar,I-Pace,2021.0,Yes,ADS,2021-11-21,20:02:00,San Francisco,CA ,Intersection,Dry,25.0,Dark - Lighted,Passenger Car,,Stopped,Clear,Back,US
30270-1813,1,Jaguar,I-Pace,2021.0,Yes,ADS,2021-11-21,00:39:00,Phoenix,AZ ,Intersection,Dry,35.0,Dark - Lighted,Passenger Car,,Stopped,Clear,Back,US
30270-1815,1,Jaguar,I-Pace,2021.0,Yes,ADS,2021-12-21,16:30:00,San Francisco,CA ,Street,,25.0,Daylight,SUV,No Injuries Reported,Proceeding Straight,,Front,US
30270-1824,1,Jaguar,I-Pace,2021.0,Yes,ADS,2021-11-21,20:02:00,San Francisco,CA ,Intersection,Dry,25.0,Dark - Lighted,Passenger Car,,Stopped,Clear,Back,US
30270-1831,1,Jaguar,I-Pace,2021.0,Yes,ADS,2021-11-21,18:08:00,San Francisco,CA ,Intersection,Dry,25.0,Dark - Lighted,Passenger Car,No Injuries Reported,Stopped,Clear,Back,US
30270-1872,1,Jaguar,I-Pace,2021.0,Yes,ADS,2021-12-21,16:30:00,San Francisco,CA ,Street,Dry,25.0,Daylight,SUV,No Injuries Reported,Proceeding Straight,Cloudy,Front,US
30270-1920,1,Jaguar,I-Pace,2021.0,Yes,ADS,2021-11-21,01:50:00,San Francisco,CA ,Intersection,Dry,25.0,Dark - Lighted,Passenger Car,No Injuries Reported,Stopped,Clear,"Front, Nearside",US
30270-1921,1,Jaguar,I-Pace,2021.0,Yes,ADS,2021-11-21,13:23:00,San Francisco,CA ,Intersection,Dry,25.0,Daylight,Passenger Car,No Injuries Reported,Stopped,Clear,Back,US
30270-1922,1,Jaguar,I-Pace,2021.0,Yes,ADS,2021-11-21,11:11:00,San Francisco,CA ,Street,Dry,25.0,Daylight,SUV,No Injuries Reported,Stopped,Clear,Back,US
30270-1923,1,Chrysler,Pacifica,2017.0,Yes,ADS,2021-11-21,18:47:00,Chandler,AZ ,Intersection,Dry,25.0,Dark - Lighted,Passenger Car,No Injuries Reported,Stopped,Clear,Back,US
30270-1949,1,Jaguar,I-Pace,2021.0,Yes,ADS,2021-12-21,10:30:00,San Francisco,CA ,Intersection,Dry,30.0,Daylight,Passenger Car,No Injuries Reported,Stopped,Clear,Back,US
30270-1983,1,Jaguar,I-Pace,2021.0,Yes,ADS,2021-12-21,10:30:00,San Francisco,CA ,Intersection,Dry,30.0,Daylight,Passenger Car,No Injuries Reported,Stopped,Clear,Back,US
30270-2149,1,Jaguar,I-Pace,2021.0,Yes,ADS,2021-12-21,12:23:00,San Francisco,CA ,Intersection,Dry,25.0,Daylight,Passenger Car,No Injuries Reported,Stopped,Cloudy,Back,US
30270-2150,1,Jaguar,I-Pace,2021.0,Yes,ADS,2021-12-21,10:47:00,San Francisco,CA ,Intersection,Dry,30.0,Daylight,SUV,No Injuries Reported,Stopped,Clear,Back,US
30270-2160,1,Jaguar,I-Pace,2021.0,Yes,ADS,2022-01-21,17:20:00,San Francisco,CA ,Intersection,Dry,25.0,Dawn / Dusk,Passenger Car,No Injuries Reported,Proceeding Straight,Clear,Front,US
30270-2168,1,Jaguar,I-Pace,2021.0,Yes,ADS,2022-01-21,02:11:00,San Francisco,CA ,Intersection,Dry,25.0,Dark - Lighted,Motorcycle,No Injuries Reported,Proceeding Straight,Clear,Back,US
30270-2197,1,Jaguar,I-Pace,2021.0,Yes,ADS,2022-01-21,17:20:00,San Francisco,CA ,Intersection,Dry,25.0,Dawn / Dusk,Passenger Car,No Injuries Reported,Proceeding Straight,Clear,Front,US
30270-2198,1,Jaguar,I-Pace,2021.0,Yes,ADS,2022-01-21,20:40:00,San Francisco,CA ,Intersection,Dry,25.0,Dark - Lighted,SUV,No Injuries Reported,Stopped,Clear,Back,US
30270-2206,1,Jaguar,I-Pace,2021.0,Yes,ADS,2022-01-21,02:11:00,San Francisco,CA ,Intersection,Dry,25.0,Dark - Lighted,Motorcycle,No Injuries Reported,Proceeding Straight,Clear,Back,US
30270-2226,1,Jaguar,I-Pace,2021.0,Yes,ADS,2022-01-21,20:40:00,San Francisco,CA ,Intersection,Dry,25.0,Dark - Lighted,SUV,No Injuries Reported,Proceeding Straight,Clear,Back,US
30270-2248,1,Jaguar,I-Pace,2021.0,Yes,ADS,2022-02-21,17:46:00,San Francisco,CA ,Intersection,Dry,25.0,Dawn / Dusk,Non-Motorist: Cyclist,No Injuries Reported,Proceeding Straight,Clear,Back,US
30270-2258,1,Peterbilt,579 Epiq,2022.0,Yes,ADS,2022-02-21,10:30:00,Sacaton,AZ ,Highway / Freeway,Dry,75.0,Daylight,Heavy Truck,No Injuries Reported,Proceeding Straight,Clear,Back,US
30270-2323,1,Jaguar,I-Pace,2021.0,Yes,ADS,2022-01-21,02:04:00,San Francisco,CA ,Intersection,Dry,25.0,Dark - Lighted,SUV,No Injuries Reported,Proceeding Straight,Clear,Nearside,US
30270-2327,1,Jaguar,I-Pace,2021.0,Yes,ADS,2022-01-21,09:00:00,San Francisco,CA ,Intersection,Dry,35.0,Daylight,Heavy Truck,No Injuries Reported,Stopped,Clear,Back,US
30270-2328,1,Jaguar,I-Pace,2021.0,Yes,ADS,2022-01-21,14:24:00,San Francisco,CA ,Intersection,Dry,25.0,Daylight,SUV,No Injuries Reported,Stopped,Clear,Back,US
30270-2329,1,Jaguar,I-Pace,2021.0,Yes,ADS,2022-01-21,06:30:00,San Francisco,CA ,Intersection,Dry,25.0,Dark - Lighted,Passenger Car,No Injuries Reported,Proceeding Straight,Clear,Back,US
30270-2358,2,Jaguar,I-Pace,2021.0,Yes,ADS,2022-02-21,17:46:00,San Francisco,CA ,Intersection,Dry,25.0,Dawn / Dusk,Non-Motorist: Cyclist,No Injuries Reported,Proceeding Straight,Clear,Back,US
30270-2359,2,Peterbilt,579 Epiq,2022.0,Yes,ADS,2022-02-21,10:30:00,Sacaton,AZ ,Highway / Freeway,Dry,75.0,Daylight,Heavy Truck,No Injuries Reported,Proceeding Straight,Clear,Back,US
30270-2465,2,Jaguar,I-Pace,2021.0,Yes,ADS,2022-03-21,21:39:00,Phoenix,AZ ,Intersection,Dry,35.0,Dark - Lighted,Van,No Injuries Reported,Stopped,Clear,Back,US
30270-2551,1,Jaguar,I-Pace,2021.0,Yes,ADS,2022-02-21,08:44:00,San Francisco,CA ,Intersection,Dry,25.0,Daylight,SUV,No Injuries Reported,Stopped,Clear,Back,US
30270-2552,1,Jaguar,I-Pace,2021.0,Yes,ADS,2022-02-21,15:05:00,San Francisco,CA ,Street,Dry,25.0,Daylight,Pickup Truck,No Injuries Reported,Stopped,Clear,Back,US
30270-2553,1,Jaguar,I-Pace,2021.0,Yes,ADS,2022-02-21,15:02:00,San Francisco,CA ,Intersection,Dry,25.0,Daylight,Passenger Car,No Injuries Reported,Stopped,Clear,Back,US
30270-2554,1,Jaguar,I-Pace,2021.0,Yes,ADS,2022-02-21,19:45:00,San Francisco,CA ,Intersection,Dry,35.0,Dark - Lighted,Passenger Car,No Injuries Reported,Stopped,Clear,Back,US
30270-2555,1,Jaguar,I-Pace,2021.0,Yes,ADS,2022-02-21,00:49:00,San Francisco,CA ,Intersection,Dry,25.0,Dark - Lighted,Passenger Car,No Injuries Reported,Stopped,Clear,Back,US
30270-2556,1,Jaguar,I-Pace,2021.0,Yes,ADS,2022-02-21,13:00:00,San Francisco,CA ,Intersection,Dry,25.0,Daylight,Passenger Car,No Injuries Reported,Proceeding Straight,Clear,Back,US
30270-2591,2,Jaguar,I-Pace,2021.0,Yes,ADS,2022-03-21,14:57:00,Phoenix,AZ ,Intersection,Dry,25.0,Daylight,Passenger Car,,Stopped,Cloudy,Front,US
30270-2605,2,Jaguar,I-Pace,2021.0,Yes,ADS,2022-03-21,01:16:00,San Francisco,CA ,Intersection,Dry,30.0,Dark - Lighted,SUV,No Injuries Reported,Proceeding Straight,,Back,US
30270-2609,2,Jaguar,I-Pace,2021.0,Yes,ADS,2022-03-21,11:07:00,San Francisco,CA ,Intersection,Dry,25.0,Daylight,SUV,No Injuries Reported,Proceeding Straight,Clear,Back,US
30270-2610,2,Jaguar,I-Pace,2021.0,Yes,ADS,2022-04-21,02:27:00,San Francisco,CA ,Intersection,Dry,30.0,Dark - Lighted,Passenger Car,No Injuries Reported,Proceeding Straight,Clear,Front,US
30270-2646,2,Jaguar,I-Pace,2021.0,Yes,ADS,2022-04-21,19:55:00,San Francisco,CA ,Intersection,Dry,25.0,Dawn / Dusk,Passenger Car,No Injuries Reported,Stopped,Clear,Back,US
30270-2657,2,Jaguar,I-Pace,2021.0,Yes,ADS,2022-04-21,18:29:00,Phoenix,AZ ,Intersection,Dry,30.0,Daylight,Motorcycle,No Injuries Reported,Making Right Turn,Clear,Back,US
30270-2743,2,Jaguar,I-Pace,2021.0,Yes,ADS,2022-04-21,14:53:00,San Francisco,CA ,Intersection,Dry,35.0,Daylight,Pickup Truck,Minor,Proceeding Straight,Clear,Back,US
30270-2773,1,Jaguar,I-Pace,2021.0,Yes,ADS,2022-03-21,07:35:00,San Francisco,CA ,Intersection,Dry,25.0,Daylight,SUV,No Injuries Reported,Proceeding Straight,Clear,Back,US
30270-2774,1,Jaguar,I-Pace,2021.0,Yes,ADS,2022-03-21,18:14:00,Phoenix,AZ ,Intersection,Dry,35.0,Dark - Lighted,SUV,No Injuries Reported,Stopped,Clear,Back,US
30270-2775,1,Jaguar,I-Pace,2021.0,Yes,ADS,2022-03-21,12:22:00,San Francisco,CA ,Intersection,Dry,25.0,Daylight,Passenger Car,No Injuries Reported,Stopped,Clear,Back,US
30270-2793,2,Jaguar,I-Pace,2021.0,Yes,ADS,2022-04-21,02:31:00,San Francisco,CA ,Parking Lot,Dry,25.0,Dark - Lighted,"Other, see Narrative",No Injuries Reported,Making Left Turn,Clear,Bottom,US
30270-2818,2,Jaguar,I-Pace,2021.0,Yes,ADS,2022-04-21,16:36:00,San Francisco,CA ,Street,Dry,30.0,Daylight,SUV,No Injuries Reported,Stopped,Clear,Back,US
30270-2895,2,Peterbilt,579 Epiq,2022.0,Yes,ADS,2022-05-21,15:11:00,Ennis,TX ,Highway / Freeway,Dry,65.0,Daylight,Heavy Truck,Moderate,Proceeding Straight,Clear,Front,US
30270-3009,1,Jaguar,I-Pace,2021.0,Yes,ADS,2022-04-21,08:14:00,San Francisco,CA ,Intersection,Dry,25.0,Daylight,Passenger Car,No Injuries Reported,Stopped,Clear,Back,US
30270-3010,1,Jaguar,I-Pace,2021.0,Yes,ADS,2022-04-21,23:30:00,Phoenix,AZ ,Street,Dry,25.0,Dark - Lighted,Animal,No Injuries Reported,Proceeding Straight,Clear,Front,US
30270-3011,1,Jaguar,I-Pace,2021.0,Yes,ADS,2022-04-21,06:37:00,San Francisco,CA ,Street,Dry,25.0,Daylight,Pickup Truck,No Injuries Reported,Proceeding Straight,Clear,Front,US
30270-3055,2,Jaguar,I-PACE,2021.0,Yes,ADS,2022-05-21,01:16:00,San Francisco,CA ,Intersection,Dry,25.0,Dark - Lighted,Motorcycle,No Injuries Reported,Stopped,Clear,Back,US
30270-3056,2,Jaguar,I-Pace,2021.0,Yes,ADS,2022-05-21,01:43:00,Phoenix,AZ ,Parking Lot,Dry,25.0,Dark - Lighted,"Other, see Narrative",No Injuries Reported,Making Left Turn,Clear,Bottom,US
30270-3057,2,Jaguar,I-Pace,2021.0,Yes,ADS,2022-05-21,02:30:00,Phoenix,AZ ,Intersection,Dry,35.0,Dark - Lighted,Passenger Car,,Stopped,Clear,"Back, Nearside",US
30270-31,1,Jaguar,I-Pace,2021.0,Yes,ADS,2021-08-21,16:48:00,San Francisco,CA ,Intersection,Dry,25.0,Daylight,Non-Motorist: Cyclist,No Injuries Reported,Proceeding Straight,Clear,Back,US
30270-3219,1,Jaguar,I-Pace,2021.0,Yes,ADS,2022-05-21,13:26:00,San Francisco,CA ,Intersection,Dry,35.0,Daylight,Pickup Truck,No Injuries Reported,Stopped,Clear,Back,US
30270-3220,1,Jaguar,I-Pace,2021.0,Yes,ADS,2022-05-21,09:19:00,San Francisco,CA ,Intersection,Dry,25.0,Daylight,SUV,No Injuries Reported,Making Right Turn,Clear,Back,US
30270-3221,1,Jaguar,I-Pace,2021.0,Yes,ADS,2022-05-21,13:26:00,San Francisco,CA ,Intersection,Dry,25.0,Daylight,Passenger Car,No Injuries Reported,Making Left Turn,Clear,Back,US
30270-3255,2,Jaguar,I-Pace,2021.0,Yes,ADS,2022-06-21,12:50:00,San Francisco,CA ,Parking Lot,Dry,25.0,Daylight,"Other, see Narrative",No Injuries Reported,Proceeding Straight,Clear,Bottom,US
30270-3323,2,Jaguar,I-Pace,2021.0,Yes,ADS,2022-07-21,15:26:00,San Francisco,CA ,Intersection,Dry,25.0,Daylight,Passenger Car,No Injuries Reported,Proceeding Straight,Clear,Back,US
