Report ID,Report Version,Make,Model,Model Year,ADS Equipped?,Automation System Engaged?,Incident Date,Incident Time (24:00),City,State,Roadway Type,Roadway Surface,Posted Speed Limit (MPH),Lighting,Crash With,Highest Injury Severity Alleged,SV Pre-Crash Movement,Weather,SV Contact Area,Country
13781-3686,2,Tesla,Model Y,2021.0,No,ADAS,2025-08-22,17:46:00,Palm Beach Gardens,FL ,Highway / Freeway,,65.0,,,,Proceeding Straight,,,US
13781-3687,2,Tesla,Model Y,2021.0,No,ADAS,2025-08-22,21:43:00,Wadsworth,IL ,Highway / Freeway,Dry,70.0,Daylight,Passenger Car,,Proceeding Straight,Clear,"Front, Offside",US
13781-3700,2,Tesla,Model Y,2021.0,No,ADAS,2025-08-22,02:46:00,Miami,FL ,Highway / Freeway,Dry,55.0,Dark - Lighted,Other Fixed Object,,Proceeding Straight,Clear,"Back, Front, Nearside",US
13781-3701,2,Tesla,Model Y,2021.0,No,ADAS,2025-08-22,12:06:00,Old Saybrook,CT ,Highway / Freeway,Wet,65.0,Daylight,Other Fixed Object,,Proceeding Straight,Rain,"Back, Front, Nearside",US
13781-3702,2,Tesla,Model Y,2021.0,No,ADAS,2025-08-22,18:56:00,Brecksville,OH ,Highway / Freeway,Wet,70.0,Daylight,"Other, see Narrative",,Proceeding Straight,"Cloudy, Rain","Back, Bottom, Front, Nearside, Offside",US
13781-3707,2,Tesla,Model 3,2018.0,No,ADAS,2025-08-22,21:53:00,Austin,TX ,Highway / Freeway,Dry,70.0,Daylight,Passenger Car,,Proceeding Straight,Clear,"Front, Nearside",US
13781-3708,2,Tesla,Model Y,2021.0,No,ADAS,2025-08-22,07:42:00,Pasadena,CA ,,,30.0,,,,,,,US
13781-3709,2,Tesla,Model Y,2021.0,No,ADAS,2025-08-22,13:55:00,Glendale,CA ,Highway / Freeway,Dry,65.0,Daylight,Other Fixed Object,,Proceeding Straight,Clear,"Back, Front, Nearside",US
13781-3710,2,Tesla,Model 3,2020.0,No,ADAS,2025-08-22,20:30:00,Charleston,SC ,Highway / Freeway,Dry,55.0,Daylight,"Other, see Narrative",Fatality,Proceeding Straight,Clear,Back,US
13781-3713,2,Tesla,Model 3,2020.0,No,ADAS,2025-08-22,06:11:00,Boca Raton,FL ,Street,Dry,45.0,Dark - Lighted,Motorcycle,Fatality,Proceeding Straight,Clear,,US
13781-3714,2,Tesla,Model Y,2021.0,No,ADAS,2025-08-22,16:01:00,Weston,FL ,Highway / Freeway,Wet,70.0,Daylight,Other Fixed Object,,Proceeding Straight,"Cloudy, Rain",Front,US
13781-3715,2,Tesla,Model 3,2018.0,No,ADAS,2025-08-22,18:33:00,Whittier,FL ,Highway / Freeway,Wet,70.0,Daylight,Other Fixed Object,,Lane / Road Departure,"Cloudy, Rain","Back, Front, Offside",US
13781-3716,2,Tesla,Model Y,2020.0,No,ADAS,2025-08-22,19:09:00,Orlovista,FL ,Highway / Freeway,Wet,65.0,Daylight,Other Fixed Object,,Proceeding Straight,"Cloudy, Rain","Back, Front, Nearside",US
13781-3717,2,Tesla,Model Y,2022.0,No,ADAS,2025-08-22,04:16:00,Rochester Hills,MI ,Street,Dry,40.0,Dark - Not Lighted,,,Proceeding Straight,Clear,,US
13781-3718,2,Tesla,Model 3,2022.0,No,ADAS,2025-08-22,00:49:00,Long Beach,CA ,Highway / Freeway,Dry,65.0,Daylight,SUV,,Proceeding Straight,Clear,Front,US
13781-3732,2,Tesla,Model S,2022.0,No,ADAS,2025-08-22,21:48:00,Oak Forest,IL ,Street,Dry,45.0,Daylight,,,,Clear,,US
13781-3734,2,Tesla,Model Y,2021.0,No,ADAS,2025-08-22,20:24:00,Atlanta,GA ,Highway / Freeway,Dry,55.0,Daylight,SUV,,Proceeding Straight,Clear,Back,US
13781-3739,2,Tesla,Model Y,2021.0,No,ADAS,2025-09-22,21:01:00,Vidor,TX ,Highway / Freeway,Wet,,Daylight,,,Proceeding Straight,,,US
13781-3740,2,Tesla,Model Y,2021.0,No,ADAS,2025-09-22,01:38:00,Lake Hughes,CA ,Rural Road,Dry,40.0,Daylight,Pickup Truck,,Proceeding Straight,,"Back, Front, Nearside",US
13781-3741,2,Tesla,Model Y,2022.0,No,ADAS,2025-09-22,13:10:00,Glendora,CA ,Highway / Freeway,Dry,65.0,Dawn / Dusk,Passenger Car,,Proceeding Straight,Clear,"Front, Offside",US
13781-3742,2,Tesla,Model Y,2020.0,No,ADAS,2025-09-22,09:48:00,Eden,WI ,Rural Road,Dry,,Dark - Not Lighted,Passenger Car,,"Other, see Narrative",Clear,"Back, Bottom, Nearside, Offside",US
13781-3743,2,Tesla,Model 3,2019.0,No,ADAS,2025-09-22,13:46:00,Durham,NC ,Highway / Freeway,Dry,70.0,Daylight,"Other, see Narrative",,Proceeding Straight,Clear,"Back, Bottom, Front, Nearside, Offside",US
13781-3745,2,Tesla,Model Y,2022.0,No,ADAS,2025-09-22,06:52:00,Philadelphia,PA ,Highway / Freeway,Dry,55.0,Dark - Lighted,Passenger Car,,Proceeding Straight,Clear,Back,US
13781-3746,2,Tesla,Model X,2016.0,No,ADAS,2025-09-22,14:31:00,Mountain View,CA ,Highway / Freeway,Dry,65.0,Daylight,Passenger Car,,Changing Lanes,Cloudy,"Front, Nearside",US
13781-3747,2,Tesla,Model 3,2020.0,No,ADAS,2025-09-22,06:20:00,Dade City,FL ,Street,,45.0,,,,,,,US
13781-3765,2,Tesla,Model S,2022.0,No,ADAS,2025-09-22,17:57:00,Pleasant Grove,CA ,Highway / Freeway,Dry,65.0,Daylight,,,Proceeding Straight,Clear,,US
13781-3771,2,Tesla,Model 3,2020.0,No,ADAS,2025-09-22,12:15:00,Rosemont,IL ,Highway / Freeway,Dry,60.0,Daylight,Heavy Truck,,Proceeding Straight,Clear,"Front, Offside",US
13781-3789,2,Tesla,Model 3,2020.0,No,ADAS,2025-09-22,05:11:00,Burbank,CA ,Highway / Freeway,Wet,65.0,Dark - Lighted,Pickup Truck,,Lane / Road Departure,"Cloudy, Rain","Back, Front, Offside",US
13781-3790,2,Tesla,Model Y,2022.0,No,ADAS,2025-09-22,03:08:00,Silverton,OH ,Highway / Freeway,Dry,55.0,Dark - Lighted,Other Fixed Object,,Proceeding Straight,Cloudy,"Back, Front, Offside",US
13781-3791,2,Tesla,Model Y,2021.0,No,ADAS,2025-09-22,02:33:00,Solebury Township,PA ,Highway / Freeway,Dry,50.0,Dark - Lighted,,,,Clear,,US
13781-3792,2,Tesla,Model Y,2020.0,No,ADAS,2025-09-22,17:36:00,Franklin,KY ,Highway / Freeway,Wet,70.0,Daylight,Other Fixed Object,,Proceeding Straight,"Cloudy, Rain",Front,US
13781-3793,2,Tesla,Model X,2020.0,No,ADAS,2025-09-22,20:43:00,Lloyd Harbor,NY ,Rural Road,Dry,35.0,Daylight,,,Proceeding Straight,Clear,,US
13781-3847,2,Tesla,Model 3,2020.0,No,ADAS,2025-09-20,09:24:00,Marietta,GA ,Street,Wet,45.0,Dark - Lighted,Non-Motorist: Pedestrian,Fatality,Lane / Road Departure,"Cloudy, Rain","Back, Bottom, Front",US
13781-3895,2,Tesla,Model X,2020.0,No,ADAS,2025-09-22,01:55:00,San Mateo,CA ,Highway / Freeway,,55.0,,,,Proceeding Straight,,,US
13781-3896,2,Tesla,Model 3,2019.0,No,ADAS,2025-09-22,11:44:00,Johnson Creek,WI ,Street,Dry,45.0,Dawn / Dusk,Passenger Car,,Proceeding Straight,Cloudy,Front,US
13781-3899,2,Tesla,Model 3,2022.0,No,ADAS,2025-09-22,19:40:00,Los Angeles,CA ,Highway / Freeway,Dry,65.0,Daylight,SUV,,Proceeding Straight,Clear,"Front, Offside",US
13781-3900,2,Tesla,Model 3,2019.0,No,ADAS,2025-12-21,,Palm Springs,CA ,Street,Dry,,Dark - Lighted,"Other, see Narrative",Fatality,Stopped,Cloudy,Back,US
13781-3905,2,Tesla,Model Y,2022.0,No,ADAS,2025-09-22,03:39:00,City of New York,NY ,Highway / Freeway,Dry,45.0,Dark - Lighted,SUV,,Proceeding Straight,Clear,"Back, Front, Offside",US
13781-3910,2,Tesla,Model 3,2020.0,No,,2025-09-20,,Belleville,NJ ,Intersection,,,,,Serious,Proceeding Straight,,,US
13781-3921,2,Tesla,Model Y,2022.0,No,ADAS,2025-09-22,17:13:00,Corona,CA ,Highway / Freeway,Dry,65.0,Daylight,Other Fixed Object,,Proceeding Straight,Clear,"Back, Front, Nearside",US
13781-3922,2,Tesla,Model Y,2021.0,No,ADAS,2025-09-22,14:26:00,McLean,VA ,Highway / Freeway,Dry,55.0,Daylight,Other Fixed Object,,Proceeding Straight,Clear,"Back, Front, Nearside",US
13781-3923,2,Tesla,Model X,2019.0,No,ADAS,2025-09-22,16:42:00,Wilmington,NC ,Street,Dry,55.0,Daylight,Pickup Truck,,Proceeding Straight,Clear,Front,US
13781-3924,2,Tesla,Model 3,2019.0,No,ADAS,2025-09-22,22:30:00,Fort Worth,TX ,Street,Dry,35.0,Daylight,,,Proceeding Straight,Clear,,US
13781-3925,2,Tesla,Model X,2018.0,No,ADAS,2025-09-22,17:58:00,Mountain Top,PA ,Highway / Freeway,Dry,65.0,Daylight,Heavy Truck,,Proceeding Straight,Clear,Front,US
13781-3926,2,Tesla,Model Y,2022.0,No,ADAS,2025-09-22,02:11:00,Livingston,NJ ,Street,Dry,50.0,Dark - Not Lighted,,,Proceeding Straight,Clear,,US
13781-3927,2,Tesla,Model 3,2021.0,No,ADAS,2025-09-22,15:18:00,Corona,CA ,Highway / Freeway,Dry,65.0,Daylight,Other Fixed Object,,Proceeding Straight,Clear,"Front, Nearside",US
13781-3928,2,Tesla,Model 3,2018.0,No,ADAS,2025-09-22,02:21:00,Boston,MA ,Highway / Freeway,Dry,45.0,Dark - Lighted,SUV,,"Other, see Narrative",Clear,Front,US
13781-3929,2,Tesla,Model Y,2020.0,No,ADAS,2025-09-22,14:10:00,Silver Creek,NY ,Highway / Freeway,Wet,65.0,Daylight,"Other, see Narrative",,Proceeding Straight,"Cloudy, Rain","Back, Bottom, Front, Nearside",US
13781-3930,2,Tesla,Model X,2020.0,No,ADAS,2025-09-22,14:49:00,Fredricksburg,VA ,Highway / Freeway,Dry,65.0,Daylight,SUV,,Proceeding Straight,Cloudy,Front,US
13781-3934,2,Tesla,Model 3,2019.0,No,ADAS,2025-09-22,,Humble,TX ,Intersection,Dry,50.0,Dark - Lighted,Pickup Truck,,Making Left Turn,Cloudy,"Front, Offside",US
13781-3935,2,Tesla,Model S,2016.0,No,ADAS,2025-08-22,12:15:00,Pembroke Pines,FL ,,,,,,,Proceeding Straight,,,US
13781-3936,2,Tesla,Model 3,2022.0,No,ADAS,2025-09-22,03:42:00,Vacaville,CA ,Highway / Freeway,Dry,65.0,Dark - Not Lighted,Passenger Car,,Proceeding Straight,Clear,"Front, Nearside",US
13781-3939,2,Tesla,Model X,2018.0,No,ADAS,2025-09-22,15:39:00,San Jose,CA ,Street,Dry,35.0,Daylight,Passenger Car,,Changing Lanes,Cloudy,Front,US
13781-3945,2,Tesla,Model Y,2022.0,No,ADAS,2025-09-22,14:49:00,Dodson,OR ,Highway / Freeway,Wet,65.0,Daylight,,,Proceeding Straight,"Cloudy, Rain",,US
13781-3946,2,Tesla,Model Y,2022.0,No,ADAS,2025-10-22,01:37:00,Tracy,CA ,Highway / Freeway,Dry,65.0,"Other, see Narrative",Passenger Car,,Proceeding Straight,Clear,Front,US
13781-3947,2,Tesla,Model Y,2022.0,No,ADAS,2025-10-22,12:40:00,Dorset,VA ,Street,,55.0,,,,Proceeding Straight,,,US
13781-3948,2,Tesla,Model Y,2021.0,No,ADAS,2025-09-22,22:19:00,Thonotosassa,FL ,Highway / Freeway,Dry,70.0,Daylight,SUV,,Proceeding Straight,Clear,Front,US
13781-3949,2,Tesla,Model Y,2020.0,No,ADAS,2025-10-22,16:49:00,Middletown Township,NJ ,Highway / Freeway,,65.0,,,,Proceeding Straight,,,US
13781-3952,2,Tesla,Model X,2016.0,No,ADAS,2025-10-22,14:52:00,Fort Myers,FL ,Street,Dry,45.0,Daylight,,,Proceeding Straight,Clear,,US
13781-3953,2,Tesla,Model 3,2022.0,No,ADAS,2025-10-22,13:22:00,Los Angeles,CA ,Highway / Freeway,Dry,65.0,Dawn / Dusk,Passenger Car,,Proceeding Straight,Cloudy,Front,US
13781-3967,2,Tesla,Model 3,2020.0,No,ADAS,2025-10-22,14:04:00,Haines City,FL ,Rural Road,,50.0,,,,Proceeding Straight,,,US
13781-3976,2,Tesla,Model 3,2021.0,No,ADAS,2025-10-22,21:24:00,Memphis,TN ,Highway / Freeway,,55.0,,,,Proceeding Straight,,,US
13781-3987,2,Tesla,Model X,2020.0,No,ADAS,2025-10-22,08:50:00,Orono,MN ,Rural Road,Dry,35.0,Dark - Not Lighted,"Other, see Narrative",,Proceeding Straight,Clear,"Front, Offside",US
13781-3988,2,Tesla,Model Y,2022.0,No,ADAS,2025-10-22,03:53:00,Everett,WA ,Street,Dry,35.0,Dark - Lighted,Passenger Car,,Proceeding Straight,Clear,"Back, Front, Offside",US
13781-3992,2,Tesla,Model Y,2020.0,No,ADAS,2025-10-22,13:00:00,Murrieta,CA ,Highway / Freeway,Dry,65.0,Dark - Not Lighted,Other Fixed Object,,Proceeding Straight,Cloudy,"Back, Front, Nearside",US
13781-3993,2,Tesla,Model 3,2018.0,No,ADAS,2025-10-22,13:25:00,Chapin,SC ,Highway / Freeway,Dry,60.0,Daylight,Passenger Car,,Proceeding Straight,Cloudy,"Back, Front, Nearside",US
13781-4004,2,Tesla,Model Y,2021.0,No,ADAS,2025-10-22,03:10:00,Banning,CA ,Highway / Freeway,,70.0,,,,Proceeding Straight,,,US
13781-4011,2,Tesla,Model 3,2018.0,No,ADAS,2025-09-22,,,CA ,,,,,,Fatality,,,,US
13781-4065,2,Tesla,Model Y,2020.0,No,ADAS,2025-10-22,18:32:00,Bentonville,AR ,Street,Dry,45.0,Daylight,Passenger Car,,Proceeding Straight,Cloudy,Front,US
13781-4066,2,Tesla,Model S,2021.0,No,ADAS,2025-10-22,01:40:00,Estero,FL ,Street,Dry,50.0,Dark - Lighted,SUV,,Proceeding Straight,Clear,"Front, Nearside",US
13781-4067,2,Tesla,Model 3,2020.0,No,ADAS,2025-10-22,05:01:00,Austin,TX ,Street,Dry,45.0,Dark - Lighted,"Other, see Narrative",,Proceeding Straight,Clear,"Bottom, Front",US
13781-4068,2,Tesla,Model Y,2021.0,No,ADAS,2025-10-22,13:00:00,Andover,CT ,Street,Dry,25.0,Daylight,Other Fixed Object,,Proceeding Straight,Clear,"Back, Bottom, Front, Offside",US
13781-4069,2,Tesla,Model 3,2022.0,No,ADAS,2025-10-22,08:23:00,Santee,CA ,Highway / Freeway,,65.0,,,,,,,US
13781-4070,2,Tesla,Model Y,2021.0,No,ADAS,2025-10-22,14:57:00,Houston,TX ,Street,,40.0,,,,Proceeding Straight,,,US
13781-4076,2,Tesla,Model Y,2021.0,No,ADAS,2025-10-22,23:18:00,Southampton Township,NJ ,Street,Dry,40.0,Dark - Not Lighted,,,Proceeding Straight,Clear,,US
13781-4084,2,Tesla,Model 3,2018.0,No,ADAS,2025-10-22,21:58:00,Riverside,CA ,Highway / Freeway,Dry,65.0,Daylight,"Other, see Narrative",,Proceeding Straight,Clear,Front,US
13781-4085,2,Tesla,Model Y,2021.0,No,ADAS,2025-10-22,00:25:00,San Jose,CA ,Highway / Freeway,Dry,65.0,Daylight,Other Fixed Object,,Proceeding Straight,Clear,"Back, Front, Nearside",US
13781-4086,2,Tesla,Model X,2022.0,No,ADAS,2025-10-22,12:56:00,Hamilton,NJ ,,,50.0,,,,Proceeding Straight,,,US
13781-4096,2,Tesla,Model 3,2019.0,No,ADAS,2025-10-22,23:15:00,Los Gatos,CA ,Highway / Freeway,Dry,65.0,Daylight,Passenger Car,,Proceeding Straight,Clear,Front,US
13781-4097,2,Tesla,Model 3,2018.0,No,ADAS,2025-10-22,20:08:00,Vacaville,CA ,Highway / Freeway,Dry,65.0,Daylight,Pickup Truck,,Proceeding Straight,Cloudy,Front,US
13781-4098,2,Tesla,Model X,2020.0,No,ADAS,2025-10-22,19:18:00,Glendora,CA ,Highway / Freeway,Dry,65.0,Daylight,Other Fixed Object,,Proceeding Straight,Clear,"Back, Front, Nearside",US
13781-4099,2,Tesla,Model 3,2020.0,No,ADAS,2025-10-22,06:15:00,Mango,FL ,Highway / Freeway,Dry,70.0,Dark - Lighted,Pickup Truck,,Proceeding Straight,Clear,Back,US
13781-4100,2,Tesla,Model Y,2022.0,No,ADAS,2025-10-22,10:05:00,Castro Valley,CA ,Intersection,Dry,35.0,Dark - Not Lighted,"Other, see Narrative",,Proceeding Straight,Clear,"Back, Bottom, Front, Nearside, Offside",US
13781-4101,2,Tesla,Model 3,2022.0,No,ADAS,2025-10-22,04:02:00,Hillview,KY ,Rural Road,Dry,45.0,Dark - Not Lighted,,,Proceeding Straight,Clear,,US
13781-4102,2,Tesla,Model Y,2022.0,No,ADAS,2025-10-22,22:25:00,Renton,WA ,Intersection,Wet,35.0,Daylight,Passenger Car,,Proceeding Straight,"Cloudy, Rain",Front,US
13781-4103,2,Tesla,Model Y,2021.0,No,ADAS,2025-10-22,13:23:00,Stockton,CA ,Rural Road,Dry,50.0,Dark - Not Lighted,"Other, see Narrative",,Proceeding Straight,Clear,"Back, Front, Nearside",US
13781-4105,2,Tesla,Model 3,2022.0,No,ADAS,2025-10-22,15:22:00,San Jose,CA ,Highway / Freeway,Dry,65.0,Daylight,Other Fixed Object,,Proceeding Straight,Clear,Front,US
13781-4106,2,Tesla,Model Y,2020.0,No,ADAS,2025-10-22,18:20:00,Frisco,TX ,Highway / Freeway,Wet,50.0,Daylight,Other Fixed Object,,Proceeding Straight,"Cloudy, Rain",Front,US
13781-4107,2,Tesla,Model 3,2020.0,No,ADAS,2025-10-22,09:46:00,Trenton,NJ ,Highway / Freeway,Wet,65.0,Dark - Lighted,Other Fixed Object,,Proceeding Straight,"Cloudy, Rain","Front, Nearside",US
13781-4118,2,Tesla,Model 3,2019.0,No,ADAS,2025-10-22,11:07:00,Guyton,GA ,,,55.0,,,,Proceeding Straight,,,US
13781-4120,2,Tesla,Model Y,2022.0,No,ADAS,2025-10-22,18:58:00,Whitney,TX ,Rural Road,Dry,60.0,Daylight,,,Proceeding Straight,Clear,,US
13781-4121,2,Tesla,Model 3,2021.0,No,ADAS,2025-10-22,03:01:00,Acworth,GA ,Rural Road,Wet,55.0,Dark - Not Lighted,"Other, see Narrative",,Proceeding Straight,"Cloudy, Rain","Back, Bottom, Front, Nearside, Offside, Top",US
13781-4122,2,Tesla,Model X,2016.0,No,ADAS,2025-10-22,20:29:00,Fort Meyers,FL ,Highway / Freeway,,70.0,,,,Proceeding Straight,,,US
13781-4124,2,Tesla,Model 3,2022.0,No,ADAS,2025-10-22,05:36:00,Stafford Township,NJ ,Highway / Freeway,Dry,65.0,Dark - Lighted,Animal,,Proceeding Straight,Clear,Front,US
13781-4125,2,Tesla,Model 3,2018.0,No,ADAS,2025-10-22,05:39:00,Ocala,FL ,Intersection,Dry,35.0,Dark - Lighted,Pole / Tree,,Proceeding Straight,Clear,"Bottom, Front",US
13781-4129,2,Tesla,Model Y,2021.0,No,ADAS,2025-10-22,18:54:00,Poplarville,MS ,Highway / Freeway,Wet,70.0,Daylight,"Other, see Narrative",,Proceeding Straight,"Cloudy, Rain","Back, Bottom, Front, Nearside, Offside",US
13781-4153,2,Tesla,Model Y,2020.0,No,ADAS,2025-11-22,22:37:00,Sacramento,CA ,Highway / Freeway,Dry,65.0,Daylight,Other Fixed Object,,Proceeding Straight,Clear,"Front, Nearside",US
13781-4155,2,Tesla,Model 3,2022.0,No,ADAS,2025-11-22,02:28:00,Los Angeles,CA ,Highway / Freeway,Dry,55.0,Dark - Lighted,Passenger Car,,Proceeding Straight,Clear,Front,US
13781-4156,2,Tesla,Model Y,2020.0,No,ADAS,2025-11-22,06:26:00,Midland,VA ,Rural Road,Dry,45.0,Dark - Not Lighted,Other Fixed Object,,Proceeding Straight,Clear,"Front, Offside",US
13781-4166,2,Tesla,Model Y,2022.0,No,ADAS,2025-11-22,20:50:00,Stevensville,MD ,Highway / Freeway,Dry,50.0,Daylight,,,Proceeding Straight,Cloudy,,US
13781-4181,2,Tesla,Model 3,2017.0,No,ADAS,2025-11-22,23:08:00,Princeton,TX ,Highway / Freeway,Dry,60.0,Daylight,SUV,,Proceeding Straight,Clear,Front,US
13781-4182,2,Tesla,Model 3,2019.0,No,ADAS,2025-11-22,09:33:00,Los Angeles,CA ,Highway / Freeway,Wet,55.0,Dark - Lighted,Other Fixed Object,,Proceeding Straight,"Cloudy, Rain",Front,US
13781-4183,2,Tesla,Model X,2023.0,No,ADAS,2025-11-22,22:04:00,Costa Mesa,CA ,Highway / Freeway,Dry,65.0,Daylight,Passenger Car,,"Other, see Narrative",Clear,Back,US
13781-4184,2,Tesla,Model S,2021.0,No,ADAS,2025-11-22,23:10:00,Houston,TX ,Highway / Freeway,Dry,65.0,Dawn / Dusk,Heavy Truck,,Proceeding Straight,Cloudy,"Back, Offside",US
13781-4185,2,Tesla,Model S,2022.0,No,ADAS,2025-11-22,23:32:00,Grants Pass,OR ,Highway / Freeway,,45.0,,,,Proceeding Straight,,,US
13781-4186,2,Tesla,Model X,2017.0,No,ADAS,2025-11-22,09:13:00,Phoenix,AZ ,Street,Dry,25.0,Dark - Not Lighted,Other Fixed Object,,Proceeding Straight,,Front,US
13781-4187,2,Tesla,Model X,2018.0,No,ADAS,2025-11-22,12:20:00,Austin,TX ,Street,Dry,30.0,Dark - Lighted,SUV,,Proceeding Straight,Cloudy,"Back, Front, Nearside",US
13781-4188,2,Tesla,Model Y,2022.0,No,ADAS,2025-11-22,20:50:00,Daphne,AL ,Highway / Freeway,Dry,55.0,Daylight,Heavy Truck,,"Other, see Narrative",Cloudy,Back,US
13781-4189,2,Tesla,Model Y,2020.0,No,ADAS,2025-11-22,02:28:00,Hawthorne,CA ,Highway / Freeway,Dry,65.0,Dark - Lighted,SUV,,"Other, see Narrative",Clear,Back,US
13781-4190,2,Tesla,Model Y,2021.0,No,ADAS,2025-11-22,15:29:00,Houston,TX ,Street,Dry,45.0,Daylight,"Other, see Narrative",,Proceeding Straight,Cloudy,Front,US
13781-4191,2,Tesla,Model 3,2020.0,No,ADAS,2025-11-22,13:11:00,Fullerton,CA ,Highway / Freeway,Wet,65.0,Dark - Lighted,Other Fixed Object,,Proceeding Straight,Cloudy,"Front, Nearside",US
13781-4192,2,Tesla,Model 3,2022.0,No,ADAS,2025-11-22,11:01:00,Los Angeles,CA ,Highway / Freeway,Wet,65.0,Dark - Not Lighted,Other Fixed Object,,Proceeding Straight,"Cloudy, Rain","Back, Front, Nearside",US
13781-4193,2,Tesla,Model 3,2022.0,No,ADAS,2025-11-22,16:40:00,San Bernardino,CA ,Highway / Freeway,Wet,65.0,Daylight,Other Fixed Object,,Proceeding Straight,"Cloudy, Rain","Back, Front, Offside",US
13781-4194,2,Tesla,Model Y,2021.0,No,ADAS,2025-11-22,15:26:00,Dos Palos,CA ,Highway / Freeway,Wet,65.0,Daylight,"Other, see Narrative",,Proceeding Straight,"Cloudy, Rain","Bottom, Front, Nearside",US
13781-4195,2,Tesla,Model X,2022.0,No,ADAS,2025-11-22,23:08:00,Marfa,TX ,Street,Dry,55.0,Daylight,Passenger Car,,Proceeding Straight,Cloudy,"Front, Offside",US
13781-4196,2,Tesla,Model Y,2021.0,No,ADAS,2025-11-22,03:21:00,San Diego,CA ,Highway / Freeway,Wet,55.0,Dark - Lighted,Other Fixed Object,,Proceeding Straight,"Cloudy, Rain",Front,US
13781-4197,2,Tesla,Model Y,2020.0,No,ADAS,2025-11-22,10:06:00,Vista,CA ,Highway / Freeway,Wet,65.0,Dark - Lighted,Other Fixed Object,,Proceeding Straight,"Cloudy, Rain","Back, Front, Nearside",US
13781-4199,2,Tesla,Model 3,2018.0,No,ADAS,2025-10-20,20:30:00,Fairfax County,VA ,Highway / Freeway,Dry,,Daylight,Other Fixed Object,Serious,Proceeding Straight,,,US
13781-42,2,Tesla,Model Y,2021.0,No,ADAS,2025-08-21,02:15:00,Torrance,CA ,Intersection,Dry,40.0,Daylight,Pole / Tree,,Making Left Turn,Clear,Front,US
13781-4205,2,Tesla,Model 3,2021.0,No,ADAS,2025-11-22,15:23:00,San Diego,CA ,Highway / Freeway,Dry,65.0,Daylight,Other Fixed Object,,Proceeding Straight,Clear,"Front, Nearside",US
13781-4206,2,Tesla,Model 3,2018.0,No,ADAS,2025-11-22,06:06:00,Moscow,ID ,,,,,,,,,,US
13781-4265,2,Tesla,Model 3,2021.0,No,ADAS,2025-11-22,16:27:00,Los Angeles,CA ,Highway / Freeway,Dry,65.0,Daylight,Passenger Car,,Proceeding Straight,Clear,Front,US
13781-4266,2,Tesla,Model Y,2021.0,No,ADAS,2025-11-22,18:50:00,Bethesda,MD ,Highway / Freeway,Dry,55.0,Daylight,Other Fixed Object,,Proceeding Straight,Clear,"Back, Front, Nearside",US
13781-4279,2,Tesla,Model 3,2020.0,No,ADAS,2025-11-22,22:04:00,Fremont,CA ,Highway / Freeway,Dry,65.0,Daylight,Heavy Truck,,Proceeding Straight,Clear,"Front, Offside",US
13781-4280,2,Tesla,Model 3,2020.0,No,ADAS,2025-11-22,15:19:00,Encinitas,CA ,Highway / Freeway,Dry,55.0,Daylight,SUV,,Proceeding Straight,Clear,Front,US
13781-4284,2,Tesla,Model Y,2021.0,No,ADAS,2025-11-22,10:00:00,Tinton Falls,NJ ,Highway / Freeway,Wet,65.0,Dark - Lighted,Van,,Proceeding Straight,"Cloudy, Rain",Front,US
13781-4288,2,Tesla,Model 3,2022.0,No,ADAS,2025-11-22,10:36:00,West Islip,NY ,Highway / Freeway,Dry,55.0,Dark - Not Lighted,"Other, see Narrative",,Proceeding Straight,Clear,"Front, Nearside",US
13781-4289,2,Tesla,Model Y,2021.0,No,ADAS,2025-11-22,19:29:00,Fresno,CA ,Highway / Freeway,Dry,70.0,Daylight,Other Fixed Object,,Proceeding Straight,Clear,"Back, Front, Nearside",US
13781-4290,2,Tesla,Model S,2022.0,No,ADAS,2025-11-22,,Morrisdale,PA ,Highway / Freeway,,,,,No Injuries Reported,Proceeding Straight,,,US
13781-4293,2,Tesla,Model 3,2020.0,No,ADAS,2025-11-22,13:20:00,Maumee,OH ,Highway / Freeway,Snow / Slush / Ice,65.0,Daylight,First Responder Vehicle,,Proceeding Straight,"Clear, Snow",Front,US
13781-4296,2,Tesla,Model 3,2020.0,No,ADAS,2025-11-22,13:20:00,Maumee,OH ,Highway / Freeway,Snow / Slush / Ice,65.0,Daylight,First Responder Vehicle,,Proceeding Straight,"Clear, Snow",Front,US
13781-4297,2,Tesla,Model 3,2021.0,No,ADAS,2025-11-22,10:37:00,Norwalk,CA ,Intersection,Dry,65.0,Dark - Lighted,Other Fixed Object,,Proceeding Straight,Clear,"Bottom, Front",US
13781-4298,2,Tesla,Model 3,2018.0,No,ADAS,2025-11-22,01:37:00,East Palo Alto,CA ,Highway / Freeway,Dry,65.0,Dark - Lighted,Passenger Car,,Proceeding Straight,Clear,Front,US
13781-4299,2,Tesla,Model Y,2021.0,No,ADAS,2025-11-22,16:23:00,Houston,TX ,Highway / Freeway,Wet,65.0,Daylight,Other Fixed Object,,Proceeding Straight,"Cloudy, Rain",Front,US
13781-43,2,Tesla,Model 3,2018.0,No,ADAS,2025-08-21,09:05:00,Thousand Oaks,CA ,Intersection,Dry,45.0,Dark - Lighted,Other Fixed Object,,Proceeding Straight,Clear,Front,US
