Report ID,Report Version,Make,Model,Model Year,Mileage,ADS Equipped?,Automation System Engaged?,Incident Date,Incident Time (24:00),City,State,Roadway Type,Roadway Surface,Roadway Description,Posted Speed Limit (MPH),Lighting,Crash With,Highest Injury Severity Alleged,Property Damage?,SV Pre-Crash Movement,SV Precrash Speed (MPH),Within ODD?,CP Contact Area,Weather,SV Contact Area,Country
13781-8950,1,Tesla,Model Y,2024-01-01,4113.0,No,ADAS,2025-10-24,09:42:00,Lynwood,CA ,Street,Dry,No Unusual Conditions,40.0,Dark - Lighted,Other Fixed Object,Unknown,Yes,Lane / Road Departure,44.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,"Front Left, Front, Front Right",US
13781-8951,1,Tesla,Model S,2020-01-01,52681.0,No,ADAS,2025-10-24,13:37:00,Cypress,TX ,Intersection,Dry,No Unusual Conditions,30.0,Daylight,Other Fixed Object,Unknown,Yes,Proceeding Straight,23.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Cloudy,"Front Left, Front, Front Right",US
13781-8952,1,Tesla,Model 3,2019-01-01,141801.0,No,ADAS,2025-10-24,05:00:00,Templeton,CA ,Highway / Freeway,Dry,Unknown,65.0,Daylight,Animal,Unknown,Yes,Proceeding Straight,73.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,"Front Left, Front, Front Right",US
13781-8953,1,Tesla,Model Y,2023-01-01,31195.0,No,ADAS,2025-10-24,16:51:00,Knoxville,TN ,Street,Dry,Unknown,40.0,Daylight,Pickup Truck,Unknown,Yes,Proceeding Straight,24.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,Missing,US
13781-8954,1,Tesla,Model Y,2021-01-01,60368.0,No,ADAS,2025-10-24,20:29:00,Middleburg,FL ,Unknown,Unknown,Unknown,45.0,Unknown,Unknown,Unknown,Yes,Unknown,52.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Missing,Missing,US
13781-8955,1,Tesla,Model Y,2024-01-01,9654.0,No,ADAS,2025-10-24,15:08:00,Dublin,CA ,Street,Dry,No Unusual Conditions,30.0,Daylight,Other Fixed Object,Unknown,Yes,Making Right Turn,34.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Cloudy,"Left, Front Left, Front",US
13781-8957,1,Tesla,Model 3,2023-01-01,51112.0,No,ADAS,2025-10-24,22:52:00,Tempe,AZ ,Unknown,Unknown,Unknown,35.0,Unknown,Unknown,Unknown,Yes,Unknown,25.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Missing,Missing,US
13781-8958,1,Tesla,Model 3,2023-01-01,15023.0,No,ADAS,2025-06-24,20:49:00,Los Angeles,CA ,Highway / Freeway,Dry,No Unusual Conditions,55.0,Daylight,Passenger Car,Unknown,Yes,Proceeding Straight,11.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Front Left, Front, Front Right",Clear,"Rear Left, Rear, Rear Right",US
13781-8959,1,Tesla,Model Y,2023-01-01,14540.0,No,ADAS,2025-10-24,07:56:00,Centro,CA ,Highway / Freeway,Dry,No Unusual Conditions,35.0,Dark - Lighted,Other Fixed Object,Unknown,Unknown,Lane / Road Departure,39.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,"Left, Front Left, Front",US
13781-8960,1,Tesla,Model Y,2023-01-01,32175.0,No,ADAS,2025-10-24,09:00:00,Frelinghuysen,NJ ,Highway / Freeway,Dry,No Unusual Conditions,65.0,Dark - Lighted,Animal,Unknown,Yes,Proceeding Straight,85.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,"Front Left, Front, Front Right",US
13781-8961,1,Tesla,Model Y,2024-01-01,1873.0,No,ADAS,2025-10-24,06:20:00,Buckner,KY ,Highway / Freeway,Unknown,Unknown,70.0,Dark - Lighted,Unknown,Unknown,Yes,Unknown,68.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,Missing,US
13781-8962,1,Tesla,Model 3,2022-01-01,28770.0,No,ADAS,2025-10-24,04:22:00,Madison,AL ,Unknown,Unknown,Unknown,55.0,Unknown,Unknown,Unknown,Yes,Unknown,55.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Missing,Missing,US
13781-8963,1,Tesla,Model Y,2021-01-01,83136.0,No,ADAS,2025-10-24,08:14:00,Shirley,NY ,Street,Dry,Unknown,55.0,Dark - Not Lighted,Unknown,Unknown,Yes,Unknown,46.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,Missing,US
13781-8964,1,Tesla,Model Y,2021-01-01,43473.0,No,ADAS,2025-10-24,02:27:00,Jamison,PA ,Unknown,Unknown,Unknown,45.0,Unknown,Unknown,Unknown,Yes,Unknown,56.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Missing,Missing,US
13781-8965,1,Tesla,Model Y,2023-01-01,11780.0,No,ADAS,2025-10-24,21:20:00,Rising Sun,MD ,Highway / Freeway,Unknown,Unknown,50.0,Daylight,Unknown,Unknown,Yes,Unknown,45.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,Missing,US
13781-8970,1,Tesla,Model 3,2018-01-01,46377.0,No,ADAS,2025-10-24,01:32:00,Toa Baja,PR ,Highway / Freeway,Dry,Unknown,50.0,Dark - Not Lighted,Unknown,Unknown,Yes,Unknown,30.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,Missing,US
13781-8971,1,Tesla,Model 3,2022-01-01,14755.0,No,ADAS,2025-07-24,18:46:00,Keller,TX ,Traffic Circle,Unknown,Unknown,,Unknown,Other Fixed Object,No Injuries Reported,Yes,Unknown,24.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Missing,Bottom,US
13781-8972,1,Tesla,Model Y,2022-01-01,31470.0,No,ADAS,2025-09-24,01:56:00,Saratoga,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,Other Fixed Object,No Injuries Reported,Yes,Proceeding Straight,45.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,"Front Left, Front, Front Right",US
13781-8973,1,Tesla,Model Y,2023-01-01,7455.0,No,ADAS,2025-10-24,22:58:00,Miami,FL ,Highway / Freeway,Dry,No Unusual Conditions,55.0,Dawn / Dusk,Other Fixed Object,No Injuries Reported,Yes,Lane / Road Departure,53.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,"Left, Front Left",US
13781-8974,1,Tesla,Model Y,2024-01-01,705.0,No,ADAS,2025-10-24,23:01:00,Rockville,MD ,Intersection,Unknown,Unknown,,Unknown,Other Fixed Object,No Injuries Reported,Yes,Unknown,22.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,Bottom,US
13781-8975,1,Tesla,Model 3,2023-01-01,4417.0,No,ADAS,2025-10-24,07:12:00,Los Angeles,CA ,Intersection,Unknown,Unknown,,Unknown,Other Fixed Object,No Injuries Reported,Yes,Unknown,14.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,Bottom,US
13781-8976,1,Tesla,Model X,2024-01-01,366.0,No,ADAS,2025-10-24,21:45:00,Los Angeles,CA ,Parking Lot,Dry,Unknown,,Daylight,Unknown,Unknown,Yes,Unknown,15.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Missing,Missing,US
13781-8977,1,Tesla,Model 3,2024-01-01,7007.0,No,ADAS,2025-10-24,20:40:00,Issaquah,WA ,Highway / Freeway,Dry,"Other, see Narrative",70.0,Daylight,SUV,Unknown,Yes,Proceeding Straight,67.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Rear Left, Rear",Clear,"Front Left, Front, Front Right",US
13781-8978,1,Tesla,Model Y,2023-01-01,20888.0,No,ADAS,2025-10-24,01:31:00,Denver,CO ,Street,Dry,No Unusual Conditions,45.0,Dark - Lighted,SUV,Unknown,Yes,Proceeding Straight,39.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Right, Front Right",Clear,"Front Left, Front, Front Right",US
13781-8989,1,Tesla,Model 3,2018-01-01,49667.0,No,ADAS,2025-10-24,14:17:00,Glendale,CA ,Unknown,Unknown,Unknown,65.0,Unknown,Other Fixed Object,No Injuries Reported,Yes,Unknown,67.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Missing,Missing,US
13781-8990,2,Tesla,Model 3,2021-01-01,45859.0,No,ADAS,2025-10-24,03:02:00,Plano,TX ,Unknown,Dry,Unknown,30.0,Dark - Lighted,Pole / Tree,No Injuries Reported,Yes,Unknown,30.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,Missing,US
13781-8991,1,Tesla,Model Y,2024-01-01,6618.0,No,ADAS,2025-10-24,22:22:00,Antioch,CA ,Unknown,Unknown,Unknown,65.0,Unknown,Other Fixed Object,Unknown,Yes,Unknown,71.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Missing,Missing,US
13781-8992,1,Tesla,Model Y,2023-01-01,11398.0,No,ADAS,2025-10-24,19:58:00,East Brunswick,NJ ,Street,Dry,Unknown,35.0,Unknown,Other Fixed Object,No Injuries Reported,Yes,Unknown,31.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,Missing,US
13781-8993,1,Tesla,Model 3,2024-01-01,63.0,No,ADAS,2025-10-24,00:19:00,Missing,FL ,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Yes,Unknown,10.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Missing,Missing,US
13781-8994,1,Tesla,Model S,2022-01-01,49329.0,No,ADAS,2025-10-24,10:40:00,Knoxville,TN ,Highway / Freeway,Dry,No Unusual Conditions,65.0,Dark - Not Lighted,Pickup Truck,Unknown,Yes,Proceeding Straight,71.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Rear Left,Clear,Front Right,US
13781-8995,1,Tesla,Model Y,2024-01-01,14262.0,No,ADAS,2025-10-24,01:17:00,Tysons,VA ,Unknown,Unknown,Unknown,65.0,Unknown,Unknown,Unknown,Yes,Unknown,59.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Missing,Missing,US
13781-8997,1,Tesla,Model 3,2020-01-01,71698.0,No,ADAS,2025-10-24,03:12:00,Upland,CA ,Highway / Freeway,Dry,No Unusual Conditions,65.0,Dark - Not Lighted,Unknown,Unknown,Yes,Unknown,15.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,Missing,US
13781-8998,1,Tesla,Model 3,2024-01-01,356.0,No,ADAS,2025-10-24,18:48:00,Jersey City,NJ ,Unknown,Unknown,Unknown,25.0,Unknown,Unknown,Unknown,Yes,Unknown,28.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Missing,Missing,US
13781-8999,1,Tesla,Model Y,2023-01-01,7491.0,No,ADAS,2025-10-24,21:39:00,Silver Spring,MD ,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Yes,Unknown,41.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Missing,Missing,US
13781-9000,1,Tesla,Model Y,2024-01-01,2884.0,No,ADAS,2025-10-24,02:07:00,City of Industry,CA ,Unknown,Unknown,Unknown,40.0,Unknown,Unknown,Unknown,Yes,Unknown,31.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Missing,Missing,US
13781-9001,1,Tesla,Model 3,2023-01-01,26035.0,No,ADAS,2025-10-24,03:51:00,Houston,TX ,Highway / Freeway,Dry,No Unusual Conditions,60.0,Dark - Lighted,Other Fixed Object,Unknown,Yes,Lane / Road Departure,71.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,"Rear Left, Left, Front Left",US
13781-9002,1,Tesla,Model Y,2020-01-01,126350.0,No,ADAS,2025-10-24,08:55:00,Houston,TX ,Highway / Freeway,Dry,Unknown,65.0,Dark - Lighted,Other Fixed Object,Unknown,Yes,Lane / Road Departure,59.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,"Left, Front Left, Right, Front Right",US
13781-9003,1,Tesla,Model Y,2023-01-01,14615.0,No,ADAS,2025-10-24,01:00:00,Carrollton,TX ,Street,Dry,No Unusual Conditions,30.0,Dark - Lighted,"Other, see Narrative",Unknown,Yes,"Other, see Narrative",13.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,"Front Left, Front, Front Right",US
13781-9019,1,Tesla,Model 3,2021-01-01,22690.0,No,ADAS,2025-10-24,08:15:00,Bronx,NY ,Highway / Freeway,Dry,No Unusual Conditions,50.0,Dark - Lighted,Other Fixed Object,Unknown,Yes,Proceeding Straight,59.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,"Left, Front Left, Front",US
13781-9020,1,Tesla,Model 3,2023-01-01,34418.0,No,ADAS,2025-10-24,15:20:00,Tucson,AZ ,Intersection,Unknown,Unknown,,Unknown,Other Fixed Object,No Injuries Reported,Yes,Unknown,37.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,Bottom,US
13781-9021,2,Tesla,Model Y,2023-01-01,23382.0,No,"Unknown, see Narrative",2025-10-24,21:43:00,Irving,TX ,Intersection,Unknown,Unknown,,Unknown,Other Fixed Object,No Injuries Reported,Yes,Unknown,12.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Cloudy,Bottom,US
13781-9024,1,Tesla,Model 3,2018-01-01,52707.0,No,ADAS,2025-10-24,17:31:00,Springfield,VA ,Unknown,Unknown,Unknown,65.0,Unknown,Unknown,Unknown,Yes,Unknown,57.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Missing,Missing,US
13781-9025,1,Tesla,Model 3,2023-01-01,7802.0,No,ADAS,2025-10-24,00:57:00,Chicago,IL ,Intersection,Dry,Unknown,,Unknown,Other Fixed Object,No Injuries Reported,Yes,Unknown,15.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,Missing,US
13781-9026,1,Tesla,Model X,2023-01-01,10685.0,No,ADAS,2025-10-24,00:36:00,Round Rock,TX ,Street,Dry,Unknown,30.0,Dark - Not Lighted,Unknown,Unknown,Yes,Unknown,33.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,Missing,US
13781-9027,1,Tesla,Model 3,2022-01-01,29275.0,No,ADAS,2025-10-24,02:40:00,Desert Vista,AR ,Intersection,Dry,No Unusual Conditions,45.0,Dark - Lighted,Passenger Car,Unknown,Yes,Making Left Turn,22.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Rear Left, Left, Front Left",Clear,"Front Left, Front",US
13781-9028,1,Tesla,Model Y,2022-01-01,19415.0,No,ADAS,2025-10-24,23:45:00,Henderson,NV ,Highway / Freeway,Dry,Unknown,55.0,Daylight,Unknown,Unknown,Yes,Unknown,12.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,Missing,US
13781-9029,1,Tesla,Model 3,2021-01-01,28366.0,No,ADAS,2025-10-24,05:03:00,Inglewood,CA ,Street,Unknown,Unknown,45.0,Unknown,"Other, see Narrative",No Injuries Reported,Yes,Unknown,49.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,Bottom,US
13781-9030,1,Tesla,Model 3,2021-01-01,39887.0,No,ADAS,2025-10-24,16:52:00,Los Altos Hills,CA ,Highway / Freeway,Dry,No Unusual Conditions,65.0,Daylight,Passenger Car,Unknown,Yes,Proceeding Straight,43.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Left, Front Left",Clear,"Rear Left, Left, Front Left, Front, Front Right",US
13781-9031,1,Tesla,Model Y,2023-01-01,8431.0,No,ADAS,2025-10-24,01:27:00,Santa Clara,CA ,Highway / Freeway,Dry,Unknown,65.0,Unknown,Unknown,Unknown,Yes,Unknown,50.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,Missing,US
13781-9043,1,Tesla,Model 3,2024-01-01,9894.0,No,ADAS,2025-10-24,11:43:00,Arlington,VA ,Unknown,Unknown,Unknown,55.0,Unknown,Unknown,Unknown,Yes,Unknown,10.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Missing,Missing,US
13781-9044,1,Tesla,Model Y,2023-01-01,26814.0,No,ADAS,2025-10-24,19:36:00,Wesley Chapel,FL ,Highway / Freeway,Dry,No Unusual Conditions,70.0,Daylight,Other Fixed Object,Unknown,Yes,Lane / Road Departure,77.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Cloudy,"Left, Front Left",US
13781-9045,1,Tesla,Model Y,2023-01-01,11198.0,No,ADAS,2025-10-24,02:31:00,Farragut,TN ,Unknown,Unknown,Unknown,40.0,Unknown,Unknown,Unknown,Yes,Unknown,39.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Missing,Missing,US
13781-9046,1,Tesla,Model 3,2021-01-01,39962.0,No,ADAS,2025-10-24,00:28:00,Omaha,NE ,Unpaved Road,Unknown,Unknown,30.0,Unknown,Unknown,Unknown,Yes,Unknown,28.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Missing,Missing,US
13781-9047,1,Tesla,Model 3,2018-01-01,33226.0,No,ADAS,2025-10-24,06:10:00,Springfield,MO ,Unknown,Unknown,Unknown,55.0,Unknown,Unknown,Unknown,Yes,Unknown,,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Missing,Missing,US
13781-9048,1,Tesla,Model 3,2019-01-01,60175.0,No,ADAS,2025-10-24,16:40:00,Richmond Hill,GA ,Highway / Freeway,Dry,No Unusual Conditions,45.0,Daylight,Van,Unknown,Yes,Proceeding Straight,55.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Left, Front Left",Cloudy,"Right, Front Right",US
13781-9049,1,Tesla,Model X,2016-01-01,131818.0,No,ADAS,2025-10-24,00:45:00,Orange,CA ,Unknown,Unknown,Unknown,65.0,Unknown,Unknown,Unknown,Yes,Unknown,23.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Missing,Missing,US
13781-9050,1,Tesla,Model X,2019-01-01,114229.0,No,ADAS,2025-11-24,12:28:00,Anaheim,CA ,Highway / Freeway,Dry,Traffic Incident,65.0,Dark - Lighted,Passenger Car,Unknown,Yes,Proceeding Straight,73.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Rear Left, Rear, Rear Right",Clear,"Rear Right, Right, Front Right",US
13781-9051,1,Tesla,Model 3,2023-01-01,30940.0,No,ADAS,2025-11-24,20:01:00,Cedar Lake,IN ,Unknown,Unknown,Unknown,55.0,Unknown,Unknown,Unknown,Yes,Unknown,60.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,Missing,US
13781-9052,1,Tesla,Model Y,2024-01-01,2550.0,No,ADAS,2025-11-24,00:07:00,Longview,TX ,Unknown,Unknown,Unknown,55.0,Unknown,Unknown,Unknown,Yes,Unknown,31.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Missing,Missing,US
13781-9053,1,Tesla,Model Y,2022-01-01,29770.0,No,ADAS,2025-11-24,03:35:00,New Castle,DE ,Unknown,Unknown,Unknown,,Unknown,Other Fixed Object,Unknown,Yes,Unknown,56.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Missing,"Rear Left, Front Left, Bottom",US
13781-9065,1,Tesla,Model 3,2023-01-01,17909.0,No,ADAS,2025-11-24,03:09:00,Charlotte,NC ,Highway / Freeway,Dry,No Unusual Conditions,65.0,Dark - Not Lighted,Unknown,Unknown,Yes,Lane / Road Departure,,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,Missing,US
13781-9066,1,Tesla,Model Y,2023-01-01,23169.0,No,ADAS,2025-11-24,04:20:00,Culver City,CA ,Highway / Freeway,Dry,Traffic Incident,55.0,Dark - Lighted,Passenger Car,Unknown,Yes,Proceeding Straight,45.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Front Left, Front, Front Right",Clear,"Rear Right, Right",US
13781-9067,1,Tesla,Model Y,2023-01-01,33974.0,No,ADAS,2025-11-24,02:53:00,Redlands,CA ,Highway / Freeway,Dry,Unknown,65.0,Dark - Not Lighted,Unknown,Unknown,Yes,Unknown,74.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,Missing,US
13781-9068,1,Tesla,Model 3,2024-01-01,371.0,No,ADAS,2025-11-24,18:13:00,Lincolnwood,IL ,Street,Dry,No Unusual Conditions,,Daylight,Other Fixed Object,Unknown,Yes,Unknown,6.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,"Front Left, Front, Front Right",US
13781-9069,1,Tesla,Model Y,2024-01-01,2773.0,No,ADAS,2025-11-24,23:10:00,Lewisville,TX ,Highway / Freeway,Wet,Unknown,70.0,Daylight,Unknown,Unknown,Yes,Unknown,49.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,"Cloudy, Rain",Missing,US
13781-9070,1,Tesla,Model 3,2020-01-01,45533.0,No,ADAS,2025-10-24,12:27:00,Brandon,FL ,Highway / Freeway,Dry,No Unusual Conditions,70.0,Daylight,Unknown,Unknown,Yes,Proceeding Straight,8.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Cloudy,Missing,US
13781-9071,1,Tesla,Model 3,2020-01-01,37879.0,No,ADAS,2025-10-24,23:02:00,San Jose,CA ,Highway / Freeway,Dry,No Unusual Conditions,65.0,Daylight,Unknown,Unknown,Yes,Proceeding Straight,4.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,Missing,US
13781-9072,1,Tesla,Model 3,2018-01-01,73192.0,No,ADAS,2025-11-24,22:10:00,Waimea,HI ,Unknown,Unknown,Unknown,55.0,Unknown,Unknown,Unknown,Yes,Unknown,45.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Missing,Missing,US
13781-9073,1,Tesla,Model X,2023-01-01,26179.0,No,ADAS,2025-11-24,10:34:00,East Greenbush,NY ,Highway / Freeway,Dry,Unknown,65.0,Dark - Not Lighted,Unknown,Unknown,Yes,Unknown,71.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,Missing,US
13781-9074,1,Tesla,Model Y,2023-01-01,29296.0,No,ADAS,2025-11-24,23:18:00,Troy,NY ,Unknown,Unknown,Unknown,30.0,Unknown,Unknown,Unknown,Yes,Unknown,12.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Missing,Missing,US
13781-9075,1,Tesla,Model Y,2023-01-01,20057.0,No,ADAS,2025-11-24,13:06:00,Houston,TX ,Street,Wet,No Unusual Conditions,35.0,Daylight,Passenger Car,Unknown,Yes,Proceeding Straight,28.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Rear Left, Rear","Cloudy, Rain","Front Left, Front, Front Right",US
13781-9076,1,Tesla,Model Y,2023-01-01,17001.0,No,ADAS,2025-11-24,00:10:00,Lanham,MD ,Parking Lot,Unknown,Unknown,,Unknown,"Other, see Narrative",No Injuries Reported,Yes,Parking Maneuver,,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,Bottom,US
13781-9117,1,Tesla,Model Y,2024-01-01,3828.0,No,ADAS,2025-11-24,17:38:00,Medford,MA ,Street,Wet,No Unusual Conditions,20.0,Daylight,Other Fixed Object,Unknown,Yes,Making Left Turn,30.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Cloudy,Bottom,US
13781-9118,1,Tesla,Cybertruck,2024-01-01,5459.0,No,ADAS,2025-11-24,23:01:00,Miami Beach,FL ,Unknown,Unknown,Unknown,55.0,Unknown,Unknown,Unknown,Yes,Unknown,37.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Missing,Missing,US
13781-9121,1,Tesla,Model X,2018-01-01,67761.0,No,ADAS,2025-11-24,08:31:00,American Canyon,CA ,Unknown,Unknown,Unknown,45.0,Unknown,Unknown,Unknown,Yes,Unknown,,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Missing,Missing,US
13781-9122,1,Tesla,Model 3,2023-01-01,15152.0,No,ADAS,2025-11-24,19:01:00,Tustin,CA ,Intersection,Dry,No Unusual Conditions,30.0,Daylight,Unknown,Unknown,Yes,Making Left Turn,12.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,Missing,US
13781-9124,1,Tesla,Model 3,2019-01-01,40000.0,No,ADAS,2025-11-24,09:13:00,Missing,IL ,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Unknown,Unknown,,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Missing,Missing,US
13781-9128,1,Tesla,Model 3,2018-01-01,21939.0,No,ADAS,2025-11-24,01:18:00,Escondido,CA ,Intersection,Dry,No Unusual Conditions,45.0,Dawn / Dusk,Passenger Car,Unknown,Yes,Proceeding Straight,17.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Front, Front Right",Clear,"Front Left, Front",US
13781-9129,1,Tesla,Model 3,2018-01-01,52573.0,No,ADAS,2025-11-24,18:30:00,Sunol,CA ,Unknown,Unknown,Unknown,65.0,Unknown,Unknown,Unknown,Yes,Unknown,29.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Missing,Missing,US
