Report ID,Report Version,Make,Model,Model Year,Mileage,ADS Equipped?,Automation System Engaged?,Incident Date,Incident Time (24:00),City,State,Roadway Type,Roadway Surface,Roadway Description,Posted Speed Limit (MPH),Lighting,Crash With,Highest Injury Severity Alleged,Property Damage?,SV Pre-Crash Movement,SV Precrash Speed (MPH),Within ODD?,CP Contact Area,Weather,SV Contact Area,Country
13781-4205,2,Tesla,Model 3,2021-01-01,35088.0,No,ADAS,2025-11-22,15:23:00,San Diego,CA ,Highway / Freeway,Dry,No Unusual Conditions,65.0,Daylight,Other Fixed Object,Unknown,Yes,Proceeding Straight,68.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,"Left, Front Left",US
13781-4206,2,Tesla,Model 3,2018-01-01,47957.0,No,ADAS,2025-11-22,06:06:00,Moscow,ID ,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Yes,Unknown,72.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Missing,Missing,US
13781-4265,2,Tesla,Model 3,2021-01-01,23911.0,No,ADAS,2025-11-22,16:27:00,Los Angeles,CA ,Highway / Freeway,Dry,No Unusual Conditions,65.0,Daylight,Passenger Car,Unknown,Yes,Proceeding Straight,51.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Rear Left, Rear, Rear Right",Clear,"Front Left, Front, Front Right",US
13781-4266,2,Tesla,Model Y,2021-01-01,21814.0,No,ADAS,2025-11-22,18:50:00,Bethesda,MD ,Highway / Freeway,Dry,No Unusual Conditions,55.0,Daylight,Other Fixed Object,Unknown,Yes,Proceeding Straight,74.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,"Rear Left, Left, Front Left",US
13781-4279,2,Tesla,Model 3,2020-01-01,19781.0,No,ADAS,2025-11-22,22:04:00,Fremont,CA ,Highway / Freeway,Dry,No Unusual Conditions,65.0,Daylight,Heavy Truck,Unknown,Yes,Proceeding Straight,48.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Rear Left,Clear,"Front, Right, Front Right",US
13781-4280,2,Tesla,Model 3,2020-01-01,95868.0,No,ADAS,2025-11-22,15:19:00,Encinitas,CA ,Highway / Freeway,Dry,Traffic Incident,55.0,Daylight,SUV,Unknown,Yes,Proceeding Straight,56.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Rear Left, Left, Front Left",Clear,"Front Left, Front, Front Right",US
13781-4284,2,Tesla,Model Y,2021-01-01,33340.0,No,ADAS,2025-11-22,10:00:00,Tinton Falls,NJ ,Highway / Freeway,Wet,No Unusual Conditions,65.0,Dark - Lighted,Van,Unknown,Yes,Proceeding Straight,52.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Rear Left, Left","Cloudy, Rain","Front Left, Front, Front Right",US
13781-4288,2,Tesla,Model 3,2022-01-01,19106.0,No,ADAS,2025-11-22,10:36:00,West Islip,NY ,Highway / Freeway,Dry,No Unusual Conditions,55.0,Dark - Not Lighted,"Other, see Narrative",Unknown,Yes,Proceeding Straight,67.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Rear, Rear Right",Clear,"Left, Front Left, Front",US
13781-4289,2,Tesla,Model Y,2021-01-01,66420.0,No,ADAS,2025-11-22,19:29:00,Fresno,CA ,Highway / Freeway,Dry,No Unusual Conditions,70.0,Daylight,Other Fixed Object,Unknown,Yes,Proceeding Straight,64.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,"Rear Left, Left, Front Left",US
13781-4290,2,Tesla,Model S,2022-01-01,866.0,No,ADAS,2025-11-22,,Morrisdale,PA ,Highway / Freeway,Unknown,Unknown,,Unknown,Unknown,No Injuries Reported,Yes,Proceeding Straight,,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Missing,Missing,US
13781-4293,2,Tesla,Model 3,2020-01-01,30554.0,No,ADAS,2025-11-22,13:20:00,Maumee,OH ,Highway / Freeway,Snow / Slush / Ice,Traffic Incident,65.0,Daylight,First Responder Vehicle,Unknown,Yes,Proceeding Straight,15.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Rear Left, Rear, Rear Right","Clear, Snow","Front Left, Front, Front Right",US
13781-4296,2,Tesla,Model 3,2020-01-01,30554.0,No,ADAS,2025-11-22,13:20:00,Maumee,OH ,Highway / Freeway,Snow / Slush / Ice,Traffic Incident,65.0,Daylight,First Responder Vehicle,Unknown,Yes,Proceeding Straight,15.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Rear Left, Rear, Rear Right","Clear, Snow","Front Left, Front, Front Right",US
13781-4297,2,Tesla,Model 3,2021-01-01,12314.0,No,ADAS,2025-11-22,10:37:00,Norwalk,CA ,Intersection,Dry,No Unusual Conditions,65.0,Dark - Lighted,Other Fixed Object,Unknown,Yes,Proceeding Straight,30.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,"Front Left, Front, Front Right, Bottom",US
13781-4298,2,Tesla,Model 3,2018-01-01,22840.0,No,ADAS,2025-11-22,01:37:00,East Palo Alto,CA ,Highway / Freeway,Dry,Traffic Incident,65.0,Dark - Lighted,Passenger Car,Unknown,Yes,Proceeding Straight,26.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Rear Left, Rear, Rear Right",Clear,"Front Left, Front, Front Right",US
13781-4299,2,Tesla,Model Y,2021-01-01,23601.0,No,ADAS,2025-11-22,16:23:00,Houston,TX ,Highway / Freeway,Wet,No Unusual Conditions,65.0,Daylight,Other Fixed Object,Unknown,Yes,Proceeding Straight,55.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,"Cloudy, Rain","Front Left, Front, Front Right",US
13781-43,2,Tesla,Model 3,2018-01-01,46463.0,No,ADAS,2025-08-21,09:05:00,Thousand Oaks,CA ,Intersection,Dry,No Unusual Conditions,45.0,Dark - Lighted,Other Fixed Object,Unknown,Yes,Proceeding Straight,32.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,Front,US
13781-4300,2,Tesla,Model Y,2021-01-01,13345.0,No,ADAS,2025-11-22,03:55:00,West Palm Beach,FL ,Traffic Circle,Dry,No Unusual Conditions,45.0,Dark - Lighted,Other Fixed Object,Unknown,Yes,Proceeding Straight,46.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,"Front Left, Front, Front Right, Bottom",US
13781-4301,2,Tesla,Model Y,2022-01-01,15576.0,No,ADAS,2025-11-22,03:47:00,Vancouver,WA ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,Unknown,Unknown,Yes,Proceeding Straight,19.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,Missing,US
13781-4302,2,Tesla,Model Y,2022-01-01,19582.0,No,ADAS,2025-11-22,23:18:00,Los Angeles,CA ,Highway / Freeway,Dry,No Unusual Conditions,65.0,Daylight,Passenger Car,Unknown,Yes,Changing Lanes,53.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Rear Left, Left, Front Left",Clear,"Rear Right, Right, Front Right",US
13781-4304,2,Tesla,Model Y,2022-01-01,26367.0,No,ADAS,2025-11-22,00:52:00,Irvine,CA ,Highway / Freeway,Dry,No Unusual Conditions,65.0,Dawn / Dusk,Other Fixed Object,Unknown,Yes,Proceeding Straight,63.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,"Rear Left, Left, Front Left",US
13781-4305,2,Tesla,Model S,2020-01-01,,No,ADAS,2025-08-22,11:55:00,Sarasota,FL ,Highway / Freeway,Dry,No Unusual Conditions,70.0,Dawn / Dusk,Other Fixed Object,Unknown,Yes,Proceeding Straight,52.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,"Rear Left, Left, Front Left, Front",US
13781-4327,2,Tesla,Model 3,2018-01-01,44753.0,No,ADAS,2025-11-22,16:22:00,Commerce,CA ,Highway / Freeway,Dry,No Unusual Conditions,65.0,Daylight,Passenger Car,Unknown,Yes,Proceeding Straight,18.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Rear Left, Rear, Rear Right",Clear,"Front Left, Front, Front Right",US
13781-4328,2,Tesla,Model X,2016-01-01,,No,ADAS,2025-11-22,05:40:00,Culver City,CA ,Highway / Freeway,Unknown,Unknown,65.0,Unknown,Unknown,Unknown,Yes,Proceeding Straight,46.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Missing,Missing,US
13781-4333,2,Tesla,Model 3,2020-01-01,50327.0,No,ADAS,2025-11-22,07:08:00,Clovis,CA ,Street,Dry,No Unusual Conditions,45.0,Dark - Lighted,"Other, see Narrative",Unknown,Yes,Proceeding Straight,35.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,"Front, Right, Front Right, Bottom",US
13781-4334,2,Tesla,Model Y,2021-01-01,24658.0,No,ADAS,2025-11-22,15:52:00,Charlotte,NC ,Highway / Freeway,Wet,No Unusual Conditions,70.0,Daylight,"Other, see Narrative",Unknown,Yes,Proceeding Straight,54.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,"Cloudy, Rain","Rear Left, Left, Front Left, Front, Rear Right, Right, Front Right, Bottom",US
13781-4335,2,Tesla,Model 3,2021-01-01,32276.0,No,ADAS,2025-11-22,19:32:00,Irvine,CA ,Street,Dry,No Unusual Conditions,55.0,Daylight,SUV,Unknown,Yes,Proceeding Straight,35.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Rear Left, Left, Rear",Clear,"Front Left, Front",US
13781-4336,2,Tesla,Model Y,2021-01-01,26543.0,No,ADAS,2025-11-22,00:47:00,Colorado Springs,CO ,Street,Dry,No Unusual Conditions,45.0,Dark - Lighted,Passenger Car,Unknown,Yes,Proceeding Straight,24.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Rear Left, Rear",Clear,"Front Left, Front, Front Right",US
13781-4337,2,Tesla,Model 3,2020-01-01,28192.0,No,ADAS,2025-11-22,21:54:00,Milpitas,CA ,Street,Dry,No Unusual Conditions,35.0,Daylight,Passenger Car,Unknown,Yes,Proceeding Straight,46.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Rear Left, Rear, Rear Right",Clear,"Front Left, Front, Front Right",US
13781-4338,2,Tesla,Model S,2021-01-01,20697.0,No,ADAS,2025-11-22,20:39:00,San Francisco,CA ,Highway / Freeway,Dry,No Unusual Conditions,50.0,Daylight,Passenger Car,Unknown,Yes,"Other, see Narrative",7.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Front Left, Front, Front Right",Clear,"Rear Left, Rear, Rear Right",US
13781-4340,2,Tesla,Model X,2018-01-01,58861.0,No,ADAS,2025-11-22,05:31:00,Orlando,FL ,Intersection,Dry,No Unusual Conditions,40.0,Dark - Lighted,SUV,Unknown,Yes,Proceeding Straight,45.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Rear Left, Left",Clear,"Front Left, Front, Front Right",US
13781-4341,2,Tesla,Model Y,2022-01-01,5860.0,No,ADAS,2025-11-22,09:41:00,Metairie,LA ,Highway / Freeway,Dry,No Unusual Conditions,60.0,Dark - Lighted,Unknown,Unknown,Yes,Proceeding Straight,53.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,Missing,US
13781-4344,2,Tesla,Model 3,2018-01-01,25299.0,No,ADAS,2025-12-22,16:45:00,Woodside,CA ,Highway / Freeway,Wet,No Unusual Conditions,65.0,Daylight,Other Fixed Object,Unknown,Yes,Proceeding Straight,49.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,"Cloudy, Rain","Front Left, Front, Front Right",US
13781-4353,3,Tesla,Model 3,2019-01-01,20968.0,No,ADAS,2025-12-22,09:00:00,Tacoma,WA ,Highway / Freeway,Wet,No Unusual Conditions,40.0,Dark - Not Lighted,Other Fixed Object,Unknown,Yes,Changing Lanes,35.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,"Cloudy, Rain","Left, Front Left, Front",US
13781-4354,3,Tesla,Model Y,2020-01-01,61593.0,No,ADAS,2025-12-22,05:31:00,Mercer Island,WA ,Street,Wet,No Unusual Conditions,30.0,Dark - Not Lighted,"Other, see Narrative",Unknown,Yes,Making Left Turn,22.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Cloudy,"Front Left, Front, Rear Right, Right, Front Right, Bottom",US
13781-4355,2,Tesla,Model 3,2020-01-01,50778.0,No,ADAS,2025-12-22,09:59:00,Claremont,CA ,Highway / Freeway,Dry,Traffic Incident,65.0,Dark - Lighted,Passenger Car,Unknown,Yes,Proceeding Straight,80.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Front, Right, Front Right",Other,"Front Left, Front, Front Right",US
